Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Macao SAR, China",MAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13665577764.0213,15601343090.9147,17186226458.0218,19287793624.7146,24238166353.1834,26684972818.3218,29856545063.7547,38597099420.7649,36402304584.5106,37777775511.5165,47286331319.3912,56965391598.5853,63627051285.0857,73641367832.9068,75841521433.1184,62389534170.0022,63339554528.8988,69623303280.8131,75214742656.6377,74672976869.742,46486015216.1353,49817441551.828,51050275022.7475,76681190924.6843,86305188732.5913,..
Madagascar,MDG,"Population, total",SP.POP.TOTL,16516338,17032939,17549913,18071854,18606608,19159707,19730909,20318583,20923840,21547280,22183340,22822300,23462438,24109290,24764348,25426702,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932,31964956,32740678
Madagascar,MDG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20226675843.4217,21783407147.9019,19189558963.3882,21759947441.4351,23459470193.6975,25184938700.2699,27304558080.8143,30037268627.8195,32696809702.4311,31399380400.0979,31890284258.5831,33049341711.3734,33239357182.3898,34312167407.7598,36230900268.4993,36789959046.4754,39354407588.6816,40325308452.2989,41295196518.6042,44031268662.1619,41880984446.0639,45987524741.8724,50984766600.2161,55213046009.9108,58713452073.5905,62443529234.4689
Malawi,MWI,"Population, total",SP.POP.TOTL,11315942,11593058,11880440,12181574,12500737,12840031,13198701,13576343,13976417,14395788,14826463,15265022,15709577,16161816,16621538,17085587,17557739,18039715,18528081,19025752,19533888,20047258,20568728,21104482,21655286,22216120
Malawi,MWI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10967988710.5578,10613219821.8129,10967563577.8073,11820214202.2694,12793761226.9458,13647839479.8247,14744687735.591,16652352813.8005,18276421730.9493,19853474149.1382,21382494189.0897,22915931818.6233,22646322341.3545,24682055095.2965,24567360225.6285,23401060114.5872,24683438880.3585,24319524417.2363,24447114084.0444,26922512817.6802,28736972626.2164,32815116977.4372,35469816344.5201,38121906177.9226,39623442800.7299,41737959507.2916
Malaysia,MYS,"Population, total",SP.POP.TOTL,22967816,23526538,24102477,24679602,25256772,25836071,26417909,26998389,27570059,28124778,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298,35557673,35977838
Malaysia,MYS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,274938150869.035,285179974739.22,307619450324.162,335962587951.774,369311222765.906,404342605066.194,447027175593.759,492058984642.608,520994566240.353,521583519096.961,560249873966.652,607129184341.237,646742063628.785,675552931089.512,721419359281.208,745127443891.493,781577863648.754,830616712225.639,886229675871.267,942305740205.814,912385819021.018,994571002411.833,1156144791895.42,1242881775016.11,1333657896403.6,1441724780295.46
Maldives,MDV,"Population, total",SP.POP.TOTL,282019,286767,291616,296491,301413,306429,313851,324479,336170,348275,360792,373674,386818,400070,413617,428154,443308,458287,473099,487731,502118,516154,524106,525994,527799,529676
Maldives,MDV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2289059786.49439,2295542181.02228,2507794805.74733,2881268820.99659,3154056807.36992,2894370802.29889,3691420595.20783,3540903420.60032,4054442991.95072,3804608506.25438,4059332936.51624,4581869137.67773,4898440921.51596,5429520895.22034,6249340935.58631,7037133807.49488,7654801124.56947,8352918250.63352,9416623730.72543,10155050563.8432,6185879530.85131,8831908207.399,10610831657.5068,11556604292.6298,12259755670.9075,13559159361.9387
Mali,MLI,"Population, total",SP.POP.TOTL,11559290,11912158,12288050,12684955,13102409,13538647,13990139,14457775,14940782,15435539,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127,24478595,25198821
Mali,MLI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,15546115226.8092,17819614070.9904,18419923728.0485,21131715775.4987,21986170127.1608,23304521966.9183,24819453472.7117,25975246806.1088,27515643360.0195,28883485534.0532,31018211177.8956,32690987695.1467,32697879335.892,34966467677.0299,38485057534.7249,42504006283.2745,47501152885.1243,50233507783.1839,53500303986.4053,57392420811.6517,57031091745.7238,60363026797.7792,67125527948.2122,72727280315.0847,79105036207.8907,85762138094.5082
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,424810,433481,444220,454505,467106,483903,503912,515490,518150,531113,552747,568847,579704
Malta,MLT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6913432788.7907,7358876578.85525,7863434640.28813,8338780349.40968,8699417741.19461,8588192901.02244,9060895967.60118,9910538094.65093,10637519209.1083,10306031546.2364,11278952596.859,11744675388.8619,12276896871.7718,13018677179.7898,14121521674.9863,15862191227.6865,16562746481.327,19794786760.6917,21171971023.2073,23457871473.7234,21872638885.8868,25650550487.7962,29381097165.382,32583319326.7645,34895395867.2247,37621034667.7997
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,50706,51123,51425,51639,51791,51906,51992,52035,52030,52019,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367,40077,38827,37548,36282
Marshall Islands,MHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,164746072.277194,178508177.042499,182200404.280151,184053597.84019,189555880.689952,203220095.967004,204832315.700786,219460619.936886,209497703.010294,213994346.238773,221502005.937853,222140500.938386,213688688.995808,231876938.233438,239654508.450482,265415193.819622,263638846.899427,268392982.145821,288528804.974989,322793827.163683,311343120.973129,306677410.722827,340298558.87615,351021767.903093,366372263.493547,384378723.741747
Mauritania,MRT,"Population, total",SP.POP.TOTL,2613441,2678760,2738655,2802046,2868664,2939059,3013660,3093059,3183269,3284448,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5169395,5315065
Mauritania,MRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6068532659.57895,5990718665.79445,6491011173.83301,7054461059.5653,7583984874.35129,8443024933.3385,9874082107.12163,9993755881.18558,10254166191.2625,10492362532.1509,10640046566.386,11182344376.6423,12170143865.2569,13896769693.3573,14304630920.5571,15313401560.133,18788148112.8125,22219271698.3277,23429074665.3323,24758929939.7304,26070236684.5379,27197391809.7867,31422936847.9221,35042712798.6148,37781614903.3733,40591240880.2928
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1248647,1245779,1243741
Mauritius,MUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10787671673.0829,11473137669.527,11837327476.2364,12687362633.0815,13632805957.4653,14323018428.1417,15334797780.4988,16983697563.1424,18101573869.0207,18470157165.6412,19738031189.3488,20775407620.5111,22463769132.2312,24176655293.2566,25331402975.578,26750913334.8479,28894705431.3641,30572876080.3116,31353492317.8413,32600476570.8995,29753940000.8833,32110022220.7566,37603734748.0272,41276659481.7408,43532633095.9135,46012855709.3287
Mexico,MEX,"Population, total",SP.POP.TOTL,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,110374288,111999721,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759,130861007,131946900
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1130874637867.97,1154416739635.69,1179862637836.32,1228683583912.3,1309613284751.19,1382607362819.71,1536144014947.64,1608969429072.41,1707467194731.88,1675458068712.5,1787730792759.04,1960111493229.58,2059132523819.44,2088045247178.62,2200816239830.42,2251299552031.53,2393565436264.06,2464263194852.06,2538887671385.87,2562369414755.89,2375240560486.92,2584308612477.05,2906679541821.95,3186649128400.53,3284582473139.39,3308340614667.55
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,112044,112365,112448,112285,111925,111412,110729,109880,108936,107957,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916,111624,112114,112630,113160,113683
"Micronesia, Fed. Sts.",FSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,270518557.525819,280241145.757711,284880881.183162,294955970.534965,297115613.544891,316302280.408301,324822470.752177,330240060.739992,323898277.96804,340335948.29535,342658054.317619,361146800.035546,367667946.724993,371688700.869103,368563365.650095,427777037.041909,426380362.441582,430298522.084667,401492439.65502,438852947.009481,472781639.340992,499236238.326322,507938477.460781,544060276.090119,564456719.682507,577580070.028254
Moldova,MDA,"Population, total",SP.POP.TOTL,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,2402306,2360527
Moldova,MDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9276739424.86247,10272634151.5361,11464608340.0358,12625624242.5088,14141092661.4523,15658689129.1755,16694412766.4153,17328052233.9433,19113125314.9195,17488696410.0214,19425869148.4529,20903838967.2382,22703149376.8093,25784023124.4218,26860626186.3281,27587814323.6627,30562698896.897,32812846503.6326,33659492408.3635,37608242312.147,36852813939.9061,41500056971.4244,41747329304.0718,44322621917.3909,45061385705.1875,47182237594.7437
Monaco,MCO,"Population, total",SP.POP.TOTL,32455,32447,32422,32374,32307,32210,32057,31837,31836,32364,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050,38527,38931,38956,38631,38341
Monaco,MCO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2388299,2417751,2449027,2480374,2508412,2536407,2567168,2601850,2643201,2691115,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145,3524788,3568978
Mongolia,MNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8890671236.88109,9387388696.67914,9968095057.54297,10833409619.1819,12327332270.1167,13430758279.0467,15152712991.8941,16975082316.4872,18690831653.5351,18340573413.151,18962670461.8617,22657114468.2463,26601520969.0058,28562863739.6618,29672852925.6573,29020289245.6155,29793059762.4745,30044557486.4567,35815075204.3467,39537294298.9466,41248123941.6026,42745618822.7807,50920179744.8163,55849487024.6509,59997791164.7247,65897194137.961
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620345,621418,622587,623744,624651,625353,625982,626438,626753,626590,625053,623591,623529,623525,623129
Montenegro,MNE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3815697879.96754,4318609340.33757,4572066185.47498,4755904936.31132,5058003769.05151,5163050879.59281,6528450530.18943,7758234913.08478,8641191051.0586,8037604723.29878,8373117116.57989,8972578705.47627,8716468818.08452,9327161732.04581,9655220792.30884,10274286127.7976,11374218798.0926,12368512490.6426,13365337773.6982,15026164618.7723,13130963624.8967,15115220383.5264,17840836118.4167,20056841349.8787,21179840704.5947,22242787487.9095
Morocco,MAR,"Population, total",SP.POP.TOTL,28423435,28814643,29198142,29571415,29953018,30358144,30771178,31186468,31606767,32030778,32467016,32912588,33355241,33787571,34204780,34607588,35023457,35446392,35839760,36210898,36584208,36954442,37329064,37712505,38081173,38430770
Morocco,MAR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,110777159657.607,122146220269.133,129048670417.396,139988583152.546,150823014641.091,161273625446.469,179016533314.627,190526799908.533,205509022082.445,212213024950.188,222295426289.56,238736288506.998,242387994141.512,255028755841.922,245928490112.9,269459001361.514,275101766505.828,287318074772.051,279423122593.695,291240192998.607,283373556615.165,319023680780.111,347628276654.7,373352508709.352,397373382491.676,427772752797.885
Mozambique,MOZ,"Population, total",SP.POP.TOTL,18129653,18537729,18958338,19392475,19840313,20304569,20787087,21287635,21819036,22391745,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688,31707800,32656246,33635160,34631766,35631653
Mozambique,MOZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8278278714.97116,9479044179.74819,9881984469.45183,11720838956.433,13070829035.5891,14053608878.1782,15488934577.3754,17345628422.639,18996564644.3446,20815844062.621,22279524666.9337,24715322986.1151,26066138540.6645,27806242133.8883,29727275560.9076,34338892387.9154,36965162204.3397,35096315868.4656,37731982369.6537,40763725958.9058,42579645403.3358,45234468975.6807,47765222250.927,51538907852.2191,52620435455.5058,54976883911.3739
Myanmar,MMR,"Population, total",SP.POP.TOTL,45290841,45771139,46232653,46667192,47068772,47438365,47785135,48125043,48390793,48660459,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522,53387102,53756787,54133798,54500091,54850648
Myanmar,MMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,42948884474.1797,48865087220.5327,55618337127.8812,64573625967.2567,75297523706.6536,88210706187.5905,102832915574.78,118294492398.383,132934415391.164,147876628022.872,164099830158.548,176855940964.757,184018884775.18,201687488747.346,211662088194.259,219735640703.33,223681170227.684,236493477301.516,283679471737.098,310809770322.19,298600993353.129,272097982701.967,301603793968,314439980045.606,321289153654.702,322961434417.335
Namibia,NAM,"Population, total",SP.POP.TOTL,1818647,1857048,1889970,1917464,1942082,1966582,1991888,2018600,2047056,2077394,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762,2810548,2889662,2963095,3030131,3092816
Namibia,NAM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9373814012.86428,9617827261.18183,10409298258.2473,11433359082.4411,12738599653.57,13087782248.1607,14559714773.9677,15407237330.1304,16149522618.1427,16257911536.3932,17075698855.8511,18530827058.6351,19727360420.0761,21790749740.3594,23827477872.8044,24809465414.0739,24391252952.4007,24338464104.0801,24458424743.3071,24844901951.7511,25419362967.3688,26257533214.0787,29445057655.3446,31803929440.3352,34330802630.7191,34834050902.2845
Naoero,NRU,"Population, total",SP.POP.TOTL,10168,10130,10082,10059,10060,10049,10034,10020,10009,10016,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643,11709,11801,11875,11947,12025
Naoero,NRU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,70991725.6963294,67846358.7520297,61872525.4240481,63136295.4296412,62782678.3302061,63629979.9143341,71061366.4157129,60000670.1629279,65953124.0901003,65896465.0679262,68052735.4348087,82081790.6299374,100782916.491542,111349850.498144,128327315.5062,149784405.522534,156983060.666906,152690833.064965,148678151.938043,172890534.528441,189175818.79897,225738902.597192,234029809.779945,250201980.759964,249334098.154953,242957537.895332
Nepal,NPL,"Population, total",SP.POP.TOTL,24546509,24946748,25328981,25688758,26016656,26309458,26565425,26788492,26990037,27173035,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574,29475010,29715436,29694614,29651054,29618118
Nepal,NPL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,32433168226.6792,34771304302.413,35171978173.5907,37279215909.5669,40003475240.5533,42946440134.548,45979485347.919,48963981858.6683,52929500265.2036,55788374496.6853,58937730342.5076,62039011556.5258,68371158317.2259,73826857179.739,81460782940.7259,83445512808.502,84283663269.3559,101989475099.996,111813669660.341,122315293663.124,124139939433.761,134717047770.225,152492222694.941,162237947764.338,173146587542.189,185211371830.8
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17877117,17993485,18087633
Netherlands,NLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,503914082271.549,520314637634.073,542254482646.085,549479780027.443,577254488158.795,607987168097.697,668830007292.675,715065415866.313,730578278434.726,716699668721.482,748922203142.028,783827812430.852,791424877002.649,829367575166.068,831792363482.6,850416924904.133,878825517192.827,943354855206.802,1008535597820.14,1058448201488.54,1060378857170.37,1221593046855.51,1375951632690.79,1439666345055.05,1519738973860.47,1546052393712.11
New Caledonia,NCL,"Population, total",SP.POP.TOTL,223098,227707,232236,236678,240852,244381,247547,250725,253825,257250,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176,285214,287123,289870,292639,295333
New Caledonia,NCL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4970300,5072400,5084600,5081700,5200000,5290000,5324700
New Zealand,NZL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,78228599429.152,82935400502.7663,87388918161.2594,92046728246.9417,96908794693.0455,99289902280.1303,108256137959.883,115052423256.573,118129695332.892,126879260704.697,129446750569.07,137007163936.026,139613485225.545,154678594917.354,161753416670.716,167061340420.321,182234935545.118,195422091059.213,200503380814.389,219393440762.991,226622635980.117,238422206189.399,265732367635.156,277343926454.102,287104689352.913,285427463655.939
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5022633,5087825,5149909,5210963,5272912,5342105,5418855,5497243,5576593,5656601,5737450,5819051,5901287,5983845,6066492,6149417,6232666,6316231,6400080,6483657,6565267,6644741,6730654,6823613,6916140,7007502
Nicaragua,NIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13537898956.9373,14169039727.6983,14584708598.8497,15282065777.3878,16596905991.031,18024180577.1115,19190146072.2862,20829132656.855,21972008278.2253,21284889236.2672,22545418238.6838,24473893655.9949,25552402558.6693,26816335500.8897,29584395841.4934,32223073691.6489,34912757613.8181,37290787854.3938,36083527918.1731,37355195523.1355,38601777792.7758,44821766253.9868,48470928634.0854,54246454159.8449,57279375913.9912,61528803366.372
Niger,NER,"Population, total",SP.POP.TOTL,11509630,11920647,12349144,12796984,13265836,13756192,14268581,14803610,15361915,15943675,16548835,17176283,17836769,18519898,19215909,19939498,20685753,21435446,22188069,22947757,23717613,24502140,25311973,26159867,27032412,27917831
Niger,NER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9168254801.6526,10094809049.1703,10800202773.0743,11219173165.0442,11717481605.5274,12984106884.6848,14172249786.8115,14964102494.7309,16364354635.7638,16799401492.6773,18464619758.2982,19437967993.4845,21425272717.8656,21898764982.4146,23319628812.459,24526792101.967,25243257084.7153,27251396037.7842,29485815000.2074,32872348582.6794,34715233256.4111,38289003716.1208,46090331284.8079,49196399775.3992,54278490927.8298,59897883004.856
Nigeria,NGA,"Population, total",SP.POP.TOTL,126382494,129862595,133471989,137202644,141057045,145017253,149077334,153267261,157595014,162049464,166642886,171379598,176200625,181049443,185896915,190671878,195443700,200254579,204938755,209485641,213996181,218529286,223150896,227882945,232679478,237527782
Nigeria,NGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,855624681562.817,926870578133.711,1010072036663.68,1084175821454.21,1135351427136.06,1223547003742,1342333706835.9,1367895276013.63,1367086676566.79,1386900833443.61,1439192140842.4,1560221258515.82,1574097210627.4,1634939166938.99,1823157176513.47,1940682697665.24,2069931055721.19,2193249502981.18
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2026350,2034882,2020157,2022725,2016186,2005330,1994287,1982933,1971493,1958782,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1827816,1824359,1820909
North Macedonia,MKD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12238597348.1913,12222693688.1364,12772228876.6352,13204543690.4041,14485395343.9525,15708229570.8753,17655227633.0886,18220328766.7834,21277078470.2902,22428412121.2588,23015178653.2375,23634650015.0958,24026781777.3401,25647206603.0497,27256354697.0217,27845970685.1411,30125382012.5989,31292945202.3011,33409928179.3921,36191936701.8068,35647323078.3209,38896097032.6264,42446552005.9478,43996336240.4068,46731102312.5675,48584456547.7095
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,68356,67984,66778,65421,63938,62354,60682,58941,57150,55325,54091,53608,53234,52758,52178,51514,50773,49959,49077,48129,47528,46979,46078,45143,44278,43541
Northern Mariana Islands,MNP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519601,5572279,5610870
Norway,NOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,163865748624.423,170831120000.192,173175237088.883,177570360623.643,196298744528.913,224191932909.016,253535305151.521,263760870686.138,294675704382.782,270232545414.655,287689806343.356,312319158125.922,332877000382.314,345879002129.611,351471278201.615,328162198077.506,323801442057.778,353252891896.577,388270912486.531,390971690465.462,375947928960.265,489572273722.096,701100429827.546,592620994702.868,607126469144.051,604671496364.501
Oman,OMN,"Population, total",SP.POP.TOTL,2282131,2310217,2337140,2363796,2404821,2459802,2514795,2570174,2626529,2684659,2757446,3076763,3547106,3833913,4002439,4184895,4390877,4537396,4597877,4591241,4522497,4500424,4730226,5049269,5281538,5494691
Oman,OMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,86628146786.2307,92158913054.6738,92958616816.6023,94644957424.9722,99949959041.1735,104333379258.078,114097355745.592,122900189613.32,133302492384.436,140196675914.018,145041873686.47,152594727697.303,168179904479.811,173761387240.677,168864269121.043,146590408648.291,142339170751.803,147030885122.525,164235616792.375,159567534931.491,148065461789.192,162327946322.574,184425276007.441,200311508317.178,208065740945.134,..
Pakistan,PAK,"Population, total",SP.POP.TOTL,154879127,159270907,163222549,167110248,171286000,175453212,179682690,184493231,189499113,194376534,199239047,203746065,207667125,211073978,214264647,217290883,220138869,223273967,226928892,230800899,235001746,239477801,243700667,247504495,251269164,255219554
Pakistan,PAK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,389228935477.831,411712591024.252,428324905836.487,462262328460.297,513425120594.679,568205137170.77,621145707293.759,664314388191.659,691507755832.577,716906796128.467,741675056612.044,780110472311.759,829442458507.519,868512882264.327,910654119428.137,958594455887.133,1002030923785.33,1053571682444.36,1112712584866.28,1142342134518.61,1164737809098.56,1269115513293.83,1422352277675.53,1464208258977.71,1534954936519.82,1640182195366.14
Palau,PLW,"Population, total",SP.POP.TOTL,19178,19352,19503,19659,19820,19819,19593,19302,19009,18709,18396,18078,17765,17648,17715,17770,17797,17812,17814,17798,17792,17783,17759,17727,17695,17663
Palau,PLW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,181043632.774316,199513577.099537,209531953.516381,214941426.877027,231182849.839286,244153865.801988,252538656.568953,258761174.937862,251026125.627331,246349315.058512,241318990.311222,256385709.945413,260860317.189516,265246285.235991,277299996.907234,300881631.481953,307024628.487078,311906498.397049,315893241.344316,328310036.205228,322245521.556999,301080659.585043,313366683.843002,326271095.357781,368256707.965385,414714947.549884
Panama,PAN,"Population, total",SP.POP.TOTL,3010369,3069537,3129344,3189807,3251155,3313026,3375024,3437490,3500648,3564381,3628535,3693505,3759256,3825329,3892101,3960035,4029086,4098707,4167860,4234700,4293261,4345405,4400773,4458759,4515577,4571189
Panama,PAN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,23234716415.7126,23949701763.1918,25636368658.1239,26403274729.4999,29076535464.371,32378900181.1509,36686106426.5082,43184569920.8516,48462038946.3808,49888508654.2703,52185529800.7537,61078068371.4076,68385729364.6854,78671819617.4207,86841602651.5867,101215907838.024,113542462149.787,129296803246.676,124608774077.184,132046804303.914,112423986632.155,126453500794.293,153601133434.471,168302011601.621,177049161768.959,190951125696.794
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5537064,5728435,5924003,6123997,6328041,6535905,6747720,6963345,7183002,7406438,7633523,7859346,8081390,8302698,8523441,8743246,8961718,9178714,9394513,9609010,9815746,10012896,10203169,10389635,10576502,10762817
Papua New Guinea,PNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11678066772.0591,11776914106.558,11986402944.0019,12155621536.2782,13009540170.1457,14503193183.1472,14968703604.8431,16985213695.4548,17574939528.5221,18532985133.6568,20629758720.7637,20754466387.4553,23192790932.5331,23731925820.4606,29311938639.3109,29989720984.6673,32613538947.7445,34299826377.6262,34705324976.5918,36273441439.7182,37088557486.1467,37400803973.9534,42438838250.2348,44939048767.3983,48489590890.4528,52087840885.2316
Paraguay,PRY,"Population, total",SP.POP.TOTL,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,5613574,5671236,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146,6929153,7013078
Paraguay,PRY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,30935913807.2427,31981232461.1743,33402838212.6662,32970620179.7202,35895113340.9101,38038628098.8674,42493229583.1695,48187467734.8913,52690541470.2778,52660330000.8229,59202928468.3056,63620353231.1737,61650523267.6975,69518432594.516,73529129362.8447,74959648820.6754,80237465864.0551,85518906320.4514,87743665888.9673,89344660389.4737,91247735731.4516,98986963685.5568,106549178200.332,115905404340.662,124024077596.127,135985979805.466
Peru,PER,"Population, total",SP.POP.TOTL,26598331,26964601,27288217,27580490,27852190,28101180,28324491,28530699,28719041,28896811,29086019,29304086,29550366,29817919,30115826,30457600,30866494,31324637,31897584,32449303,32838579,33155882,33475438,33845617,34217848,34576665
Peru,PER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,130320118483.839,134915860705.55,143681856395.694,151068404041.643,159662111477.529,172881030859.693,187817726719.4,210137698637.863,235853398543.657,241634129589.071,261771478386.678,283964927266.9,297858524523.237,319314844327.668,331161563195.873,341221818441.071,357007419043.172,376288145636.399,396588299787.945,424210791478.035,401588174409.725,467643073025.777,520245883112.038,546060181387.075,576363164634.416,606507080587.197
Philippines,PHL,"Population, total",SP.POP.TOTL,79625397,81401488,83068889,84731835,86394504,88015962,89508986,91075184,92699095,94384250,96337125,98248614,100175512,102076336,103767130,105312992,106735719,108119693,109465287,110804683,112081264,113100950,113964338,114891199,115843670,116786962
Philippines,PHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,293249093309.31,309412723183.7,325773146565.167,348713319401.208,381324283571.603,414348664416.681,447531084246.939,488650957732.286,521548089196.341,542980229872.181,588149337339.552,621050497572.568,677865360901.892,727012054889.296,774057925343.909,809030313766.67,875506408879.903,933224662161.786,1012413782787.84,1087837562032.71,993342345811.41,1037456879371.22,1222263311505.73,1401654635264.95,1546195108897,1688492033413.29
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37515748,36981559,36821749,36687353,36559233,36435861
