Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Monaco,MCO,"Population, total",SP.POP.TOTL,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469
Monaco,MCO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2450979,2472601,2494617,2516454,2537949,2559255,2581242,2605643,2633887,2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030,3163991,3232430,3294335,3347782,3398366
Mongolia,MNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8889575369.68436,9386347489.49958,9967434697.80234,10832615939.0583,12325867424.1354,13429210427.3372,15151223341.2411,16972301015.3188,18686160064.0011,18340394740.5595,18959957456.9795,22657114468.2463,26658538160.1693,28685437151.2634,29864062852.3373,29269896449.9852,30113720788.5658,30433015398.7048,35392080243.9649,37332548047.6657,36745890376.6917,36811688008.6993,42587018925.6047
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,619211,617213
Montenegro,MNE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3814884916.92585,4318498794.22642,4572067883.4916,4756482177.14467,5058564012.19997,5163047423.64849,6538858657.62909,7763427123.91441,8650146061.80148,8066391395.19546,8387662192.03403,9046251638.8696,8749438793.40745,9417446772.07409,9684824130.11488,10384221384.4968,11424393624.1254,12501389758.7096,13544005947.2884,14965813274.8289,12928605548.7175,14736986999.9966,17014056804.2767
Morocco,MAR,"Population, total",SP.POP.TOTL,28554415,28930097,29301817,29661270,30033125,30431902,30833022,31232633,31634992,32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115,35927511,36304408,36688772,37076584,37457971
Morocco,MAR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,110763505226.779,122132672356.544,129040121286.792,139978327271.905,150805092475.773,161255039179.659,178998934347.637,190495582833.924,205457657123.706,212210957585.647,222263622299.819,238736288506.998,241513083183.451,253191001795.276,243275019392.236,265589514966.884,270172515559.355,281151427260.723,296845428782.863,310901208932.932,293982786102.004,330405929641.357,357967800930.54
Mozambique,MOZ,"Population, total",SP.POP.TOTL,17768505,18220716,18694946,19186754,19694411,20211114,20735982,21280513,21845571,22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441,29423878,30285595,31178239,32077072,32969518
Mozambique,MOZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7881683389.03014,9038375456.69105,9375479308.58646,11208438571.7893,12554049773.8212,13512905246.8626,14906437532.1487,16730812370.144,18428539378.3354,20208612473.824,21657061364.5523,24306280893.487,25627026605.0556,27637286756.5429,29600088338.2311,34261446171.8804,37202263213.2845,35713824096.3272,37906025450.2374,39677698584.8694,38684942770.9098,39511200326.7133,39993304983.6764
Myanmar,MMR,"Population, total",SP.POP.TOTL,45538332,46014826,46480230,46924293,47338446,47724471,48088274,48445647,48729486,49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341,52666014,53040212,53423198,53798084,54179306
Myanmar,MMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,42943590579.5089,48859667323.2646,55614652561.5439,64568895157.4904,75288576168.1636,88200540186.8883,102822806156.215,118275110306.161,132901189741.758,147875187418.945,164076352260.546,176855940964.642,184012699991.495,201673931742.091,211836355705.851,219918794778.058,223652554736.806,236447470535.94,258351638001.319,278993023956.882,260606474370.579,240281140285.416,265861526074.258
Namibia,NAM,"Population, total",SP.POP.TOTL,1819141,1856402,1888525,1915425,1939406,1962865,1986558,2011492,2038552,2067919,2099271,2132340,2167470,2204510,2243001,2282704,2323352,2364534,2405680,2446644,2489098,2530151,2567012
Namibia,NAM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9372658593.32269,9616760494.78709,10408608669.9701,11432521448.6611,12737085937.0497,13086273923.3361,14558283420.4779,15404712914.2608,16145486203.8066,16257753152.9489,17073255821.5508,18530827058.6351,19680724579.4145,21687844058.2908,23658891263.6622,24575695883.1358,24104306019.6974,23995278502.8202,24356875483.4075,24902097922.6723,23667944444.0749,25030413086.7639,28734703797.1783
Nauru,NRU,"Population, total",SP.POP.TOTL,10377,10363,10351,10344,10335,10318,10294,10267,10243,10233,10241,10283,10444,10694,10940,11185,11437,11682,11924,12132,12315,12511,12668
Nauru,NRU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,45264608.2404656,69288447.2902685,69945610.3063687,71059830.9028965,82081790.6299374,106451945.428964,118146626.019228,135597457.874242,144479262.427162,157127993.326579,152779074.020783,162098704.436564,188258141.968101,211307347.056556,243756641.227884,248701077.759174
Nepal,NPL,"Population, total",SP.POP.TOTL,24559500,24956071,25332178,25682908,26003965,26285110,26518971,26713655,26881544,27026941,27161567,27266399,27330694,27381555,27462106,27610325,27861186,28183426,28506712,28832496,29348627,30034989,30547580
Nepal,NPL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,32429170503.2006,34767447624.8158,35169648123.7417,37276484749.7815,39998721663.0023,42941490695.4026,45974965142.8305,48955959300.815,52916271057.2124,55787831010.2178,58929298072.8811,62039011556.5258,68091085866.6447,73223254156.6986,80463801554.6355,82086601883.6847,82571469849.0625,99508296434.7066,109284623528.601,119098699249.715,117965613029.542,128403325726.924,145231892504.011
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982
Netherlands,NLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,504621065860.718,518833875559.17,540563881522.496,546743443232.309,574388513617.717,603444951116.828,665587885849.546,711847932369.947,726499365987.438,708684658772.773,741743844325.539,775272257539.785,783223840622.604,821573457150.518,821940707073.954,843205617930.364,868877663907.632,932892667646.87,992691313902.726,1023064404881.33,1009297914453.42,1148758903013.65,1242776601397.17
New Caledonia,NCL,"Population, total",SP.POP.TOTL,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,269460,270220,270810,271170,271240,271080,270390,269220
New Caledonia,NCL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111400,5124100
New Zealand,NZL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,78235313661.1054,82991894434.0875,87388918161.2594,92022296198.1866,96829339053.3892,99289902280.1303,108257744840.596,115057463025.351,117838558699.25,126588710669.03,129096523425.026,136864490902.912,139364090659.271,154647474133.442,161650690969.161,167027511241.436,182187052396.656,195520626377.136,200790443927.459,222660796732.715,227248096727.688,240947563925.954,260893539203.173
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5123222,5192764,5259006,5323062,5386223,5454678,5529811,5607453,5687744,5770639,5855734,5942553,6030607,6119379,6208676,6298598,6389235,6480532,6572233,6663924,6755895,6850540,6948392
Nicaragua,NIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13536028839.3105,14167257327.5114,14583525369.6212,15280718771.4395,16594686840.4713,18021835159.5667,19188021924.4326,20825529014.112,21966454430.9825,21284428172.9648,22542004601.6246,24473869957.8934,25444391410.987,26590318591.1914,29211123155.3433,31682119556.9192,34181725303.4995,36355829954.2575,36036855065.9753,36121011574.4806,34890942919.1657,40298079656.9994,44344259111.4383
Niger,NER,"Population, total",SP.POP.TOTL,11622665,12031430,12456517,12900790,13366885,13855221,14365168,14897873,15455175,16037915,16647543,17283112,17954407,18653199,19372014,20128124,20921743,21737922,22577058,23443393,24333639,25252722,26207977
Niger,NER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9167124719.41015,10093689378.0884,10799487288.4144,11218351223.0095,11716089227.5607,12982610508.1125,14170856524.6834,14961650684.7794,16360264526.2778,16799237834.0754,18461978009.9403,19437967993.4845,21317946498.7089,21679918301.7098,22970934374.4788,24039021555.5079,24750653852.382,26061195031.7929,28810394006.6256,31112354732.4808,29873665096.4096,33668897416.389,36155988847.4418
Nigeria,NGA,"Population, total",SP.POP.TOTL,122851984,126152678,129583026,133119801,136756848,140490722,144329764,148294028,152382506,156595758,160952853,165463745,170075932,174726123,179379016,183995785,188666931,193495907,198387623,203304492,208327405,213401323,218541212
Nigeria,NGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,596822437106.174,645411772557.931,705585065040.296,757020089798.537,793304213811.519,853107218076.49,939070535801.287,957577571582.888,958379885992.547,968695761464.314,1006435161407.03,1055049126480.92,1058497531385.14,1136609999735.26,1246246371795.95
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2026350,2034882,2020157,2026773,2032544,2036855,2040228,2043559,2046898,2050671,2055004,2058539,2061044,2064032,2067471,2070226,2072490,2074502,2076217,2076694,2072531,2065092,2057679
North Macedonia,MKD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12236032652.8579,12222372998.547,12772266390.3232,13206146103.8384,14487010234.7498,15708182802.4092,17656495950.652,18218810611.3748,21276888133.1395,22418570317.6829,23021357764.4749,23634672192.1852,24026585809.9329,25647067573.3303,27256431180.2274,27846077152.2071,30124996498.7124,31293259857.1491,33410083051.5274,35669817036.8546,34761809733.7447,37384567693.2277,39986822702.6398
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,80338,79479,77162,74623,71898,69025,66060,63050,60032,57056,54087,52520,52359,52141,51856,51514,51133,50729,50304,49858,49587,49481,49551
Northern Mariana Islands,MNP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127
Norway,NOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,163841711517.198,170831790691.442,173175417617.617,177592179032.754,196320811379.067,224191811756.846,253574521805.531,263744069029.924,294675606293.558,270102585707.619,287756639617.033,312318997271.307,332876807067.766,345878977543.121,351471225067.786,328161968226.379,323801372250.271,353252620814.927,388270908625.928,385332127362.121,364853557417.048,452973705122.822,646524627755.768
Oman,OMN,"Population, total",SP.POP.TOTL,2344253,2374653,2403659,2431600,2468855,2515192,2560649,2605700,2651028,2697537,2881914,3206870,3535579,3816680,4009267,4191776,4398070,4541854,4601157,4602768,4543399,4520471,4576298
Oman,OMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,89299977164.278,95301719585.5576,95391852400.8966,96660099017.7311,101370184610.543,105522615503.647,116171655809.333,124490156232.899,134077326754.688,141212276320.557,145045688745.096,152594727697.303,168703166583.162,174844325113.631,170446078355.22,148394302833.03,144570028932.727,149796082690.16,152517464821.985,151463104338.644,147696944383.366,159474561904.171,176835539301.086
Pakistan,PAK,"Population, total",SP.POP.TOTL,154369924,159217727,163262807,166876680,170648620,174372098,178069984,181924521,185931955,190123222,194454498,198602738,202205861,205337562,208251628,210969298,213524840,216379655,219731479,223293280,227196741,231402117,235824862
Pakistan,PAK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,389180958985.276,411666925704.585,428296530452.618,462228462075.205,513364110742.096,568139653355.589,621084642974.189,664205542864.752,691334920270.487,716899812072.281,741568944550.787,780110472311.759,828026049259.045,865549158119.634,905996807116.037,952063379046.042,993504432307.737,1042822782433.41,1133027972494,1179501703984.12,1178841538842.22,1319453969116.94,1476747212401.78
Palau,PLW,"Population, total",SP.POP.TOTL,19726,19828,19851,19880,19907,19831,19619,19366,19102,18826,18540,18240,17946,17805,17796,17794,17816,17837,17864,17916,17972,18024,18055
Palau,PLW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,212083121.120707,232531414.760221,244674552.531202,234994101.032148,248586167.927912,269068775.937354,279264369.577248,296476904.061125,286261641.9199,259666699.884096,264375528.254417,287451868.833676,298454902.473557,294014432.715432,314941901.346617,342652395.393948,348636485.329927,333948336.493243,317408225.165214,329946804.999138,319183865.051961,290565282.559625,..
Panama,PAN,"Population, total",SP.POP.TOTL,3001731,3061024,3120990,3181608,3243311,3305868,3368573,3431614,3495276,3559343,3623617,3688674,3754862,3821556,3888793,3957099,4026336,4096063,4165255,4232532,4294396,4351267,4408581
Panama,PAN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,25097478700.0123,25766764915.3451,27461430716.7633,28086229064.8919,30726836974.8289,33853651429.2046,37900125904.3865,44168106845.4067,49400570646.6096,50670827332.4596,52882201620.7836,61551447498.5406,68228363334.8372,77633046554.9202,84792019830.6953,97728232987.9235,108411125500.528,121927486564.245,128947304029.871,134480993238.59,115579983633.355,134893995189.297,165506760115.342
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5508297,5698489,5892596,6090980,6293166,6498818,6708217,6921066,7137988,7358890,7583269,7806637,8026545,8245627,8464153,8682174,8899169,9114796,9329227,9542486,9749640,9949437,10142619
Papua New Guinea,PNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11676627329.5293,11775607863.9045,11985608876.7409,12154730987.915,13007994258.0036,14501521736.7631,14967232044.0004,16982430734.2995,17570546845.2492,18532804586.6035,20626807204.1911,20754466387.4553,23194710479.6786,23745341183.964,29365484974.8416,30023240061.1054,32745018474.1272,34471542801.9344,34915257874.4304,36543283665.9053,37349039468.6262,38186736187.1798,42391407134.7819
Paraguay,PRY,"Population, total",SP.POP.TOTL,5123819,5211541,5286512,5353254,5416324,5476878,5534675,5590145,5645148,5702574,5768613,5843939,5923322,6005652,6090721,6177950,6266615,6355404,6443328,6530026,6618695,6703799,6780744
Paraguay,PRY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,30932049218.9213,31977701943.7466,33400586585.016,32968220650.1005,35890825666.6254,38034258962.6656,42489069399.9784,48179571341.4482,52707854110.8734,52673329692.3288,59239626883.3391,63703941129.2633,61554079763.1491,69010656476.3992,72688550351.3536,73864619262.4052,78648101619.9549,83532002369.899,88186177811.3549,89815794627.3846,89940706089.7872,97759130940.8663,105351906103.705
Peru,PER,"Population, total",SP.POP.TOTL,26654439,27014909,27334503,27623341,27893911,28147267,28381078,28600387,28806185,29009326,29229572,29477721,29749589,30038809,30353951,30711863,31132779,31605486,32203944,32824861,33304756,33715471,34049588
Peru,PER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,130304055181.181,134900896441.543,143672337855.504,151057336428.231,159643138970.159,172861106876.73,187799262514.383,210103268393.824,235794449306.48,241631775606.173,261734026525.648,283964927266.9,297710295468.343,318997109857.16,330667402340.409,340543090251.254,356119980475.884,375165985596.124,398046938008.295,420000696534.995,383024983567.168,429831818255.842,477162438418.771
Philippines,PHL,"Population, total",SP.POP.TOTL,77958223,79626086,81285572,82942837,84607501,86261250,87901835,89561377,91252326,92946951,94636700,96337913,98032317,99700107,101325201,103031365,104875266,106738501,108568836,110380804,112190977,113880328,115559009
Philippines,PHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,293212948185.075,309378404511.386,325751564965.746,348687771877.553,381278971148.777,414300912069.913,447487087842.009,488570894180.182,521417733387.04,542974940202.547,588065190367.855,621050497550.466,679680535090.599,730910824387.471,780292861548.741,817730803205.319,887291422579.327,948319217864.06,1029245337670.26,1105301765108.64,990730276804.404,1053491342956.03,1240421279882.86
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37899070,37747124,36821749
Poland,POL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,406673461326.093,424050471002.088,449791781841.821,464996724625.826,493818970675.424,519899121597.563,562940539465.635,618675827439.269,683247541176.707,711308480865.769,768347067189.611,831848026894.279,863766084241.563,891530579525.495,925613787686.558,980763303941.497,1027975990900.51,1089434780039.24,1164972380872.85,1272412042369.37,1287595601446.03,1378105312358.05,1560996568580.45
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10361831,10409704
Portugal,PRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,191127628640.762,198899312143.682,208897263871.468,215901981745.782,222342687863.366,235520718575.134,252325651322.952,263542356606.647,272098077805.794,270286412262.901,279057919872.134,278041334782.043,271411027125.957,288230115471.542,292835641286.096,298988604095.756,318436286348.298,332380808701.934,350426662255.11,373703823018.289,354340042040.112,376797732085.166,429793431155.708
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3281557,3262693,3221789
Puerto Rico,PRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,58667029711.589,60466420041.3541,61275044788.1266,63038133449.682,71581876811.8341,73318627702.7486,75553445959.7957,78370778335.7001,77502085837.7489,75380899418.8454,75222164405.1307,76671237933.7386,79385642494.7194,80211595023.5961,79957879558.6487,79546562680.8065,78484982368.6929,76274336611.4748,74936962082.5515,77969932013.6949,76682943992.9995,80905594934.9639,89693152036.0819
Qatar,QAT,"Population, total",SP.POP.TOTL,645937,678831,713186,748525,777943,848710,1015060,1231893,1444277,1610274,1713504,1804171,1905660,2035501,2214465,2414573,2595166,2711755,2766732,2807235,2760385,2688235,2695122
Qatar,QAT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,52784229689.2306,58431229204.8738,63192748615.1375,68844245251.7161,79736100423.4013,82908858330.0087,117047075812.425,141936404572.005,169224653348.369,183059952683.407,219790796432.323,261273736298.264,290855585760.172,306140973565.76,303090986918.208,233271212305.927,218972397312.528,249312147644.142,253839441323.729,258956934728.999,254020347079.339,271324529722.577,296592778599.252
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19122059,19047009
Romania,ROU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,130440480062.927,143487806662.009,154083007715.636,159294634561.717,184761278367.994,198699337527.107,236716858808.915,276874304621.325,337095343690.191,334469947313.037,347328775158.245,374237967517.277,390760800445.207,387447590351.733,408831250294.166,424001758910.936,464625797425.121,520234535252.389,565287592504.879,631440341725.304,634558432891.58,676899040890.049,762471210408.654
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144073139,144130482,144236933
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,974627421657.533,1059732182384.88,1145642785078.87,1297686739867.8,1441505486230.11,1655585780406.94,2071121544063.66,2324720237537.22,2797648415306.51,2678612196779.7,2836588557956.18,3163098238376.85,3373665030002.67,3611852783396.68,3639325111273.82,3428609968105.43,3440587138811.77,3705398029014.95,4128705266499.84,4273387015298.7,4292438416029.75,4849417013659.05,5214810120545.38
Rwanda,RWA,"Population, total",SP.POP.TOTL,8109989,8223941,8372306,8567992,8791853,9026299,9270066,9523168,9781996,10043737,10309031,10576932,10840334,11101350,11368451,11642959,11930899,12230339,12531808,12835028,13146362,13461888,13776698
Rwanda,RWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4967129526.87869,5487691972.6085,6319583903.79121,6555668711.9853,7234424080.76499,8200949108.78006,9237741113.92831,10259385718.6854,11589168070.4182,12400474819.6415,13444387649.7391,14816777136.2309,15504756717.3744,16414794519.4769,18494760709.7228,20139387487.5036,21376753782.241,22919984687.4373,25353830796.5817,28322502593.8411,28020673195.7458,32557648867.0323,37671824591.6998
Samoa,WSM,"Population, total",SP.POP.TOTL,184008,185530,186630,187440,188073,188626,189379,190478,191787,193176,194672,196351,198124,199939,201757,203571,205544,207630,209701,211905,214929,218764,222382
Samoa,WSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,609194559.804923,651749681.141976,692613969.095295,758910182.437361,801427127.509591,832302119.23346,879249193.297421,894417411.405227,979703816.71274,1029666341.52497,1012716381.59222,1031839441.99129,1054839275.03946,1126639460.58774,1225855629.09299,1257451142.39343,1274721592.30615,1346840019.66422,1333979087.64176,1313646128.68121,1318930060.92303
San Marino,SMR,"Population, total",SP.POP.TOTL,26823,27335,27969,28601,29093,29508,29959,30372,30700,31059,31608,32495,33132,33285,33389,33570,33834,34056,34156,34178,34007,33745,33660
San Marino,SMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1836079712.68301,1876010424.88781,1959495823.07693,1827533308.24349,2060327985.50079,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,143714,146258,149841,153762,157697,161680,165725,169845,174004,178128,182138,186044,189924,193757,197497,201124,204632,208036,211344,214599,218641,223107,227380
Sao Tome and Principe,STP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,266253794.51613,280137758.347792,314045144.902411,333077491.920106,368340171.204148,431405598.408239,463138684.647295,491199055.436042,509660589.874828,518579882.694571,539938657.991595,500168037.345019,571529083.25992,642719405.694566,627694923.490874,670662992.98741,699655107.763569,750274279.997918,775814565.850754,817905341.029203,866573219.853202,934656805.823445
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,21547390,22085929,22623415,23150847,23661808,24397644,25382870,26400068,27437353,28483797,29411929,30150945,30821543,31482498,32125564,32749848,33416270,34193122,35018133,35827362,35997107,35950396,36408820
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,826226620796.021,838702526685.182,825491377934.44,933227785557.17,1037857703995.27,1131881360136.89,1201613547097.03,1263356062788.76,1371094522720.29,1354791018426.64,1430569727750.08,1622396165226.55,1710792899405.1,1726915910247.01,1783866457587.7,1618407633608.39,1559853238916.71,1650274272556.44,1726612084224.36,1772762202064.7,1734225684045.41,1887572087163.69,2179908509603.46
Senegal,SEN,"Population, total",SP.POP.TOTL,9704287,9938027,10180950,10434504,10698691,10974057,11263387,11563869,11872929,12195029,12530121,12875880,13231833,13595566,13970308,14356181,14751356,15157793,15574909,16000781,16436120,16876720,17316449
Senegal,SEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19272484162.6567,20621640804.2512,20901943745.3234,22594290411.1997,24322014009.9643,26187693536.3792,27700442941.1745,29257581084.4622,30998501692.9897,31808174049.0295,33323804628.0025,34243503559.0008,36087281194.4929,37152209717.441,39337219185.8395,42190979350.4886,44911774014.637,48021072807.1348,52332876905.6099,55726141751.7154,57765268184.384,63616863620.7022,70269664247.1504
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6899126,6834326,6664449
Serbia,SRB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,45246251203.3257,48667495622.1207,53939967273.4233,56853568879.7743,62820773396.9328,66754495942.4828,73430808046.6223,80375561228.183,90298469512.8415,90415631780.2584,91332703725.5651,95624766030.9405,96995072871.4641,100693863657.509,100543949790.826,100991996092.171,105752054631.949,109077468948.379,117403438672.282,127484771233.315,130892362898.968,141115595041.187,151426827091.392
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878
Seychelles,SYC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1130381635.96366,1155733631.25053,1108303022.9587,1103897476.67613,1180450030.64755,1326403112.94411,1495263616.55174,1546576733.74328,1510053631.38609,1506594890.5712,1610235010.86528,1772093986.20476,1952325435.70159,1882402053.18342,2089354945.2998,2099080355.93439,2468921245.11907,2893245688.31468,2569082625.5041,2778262215.44448,2618254301.5156,2862711283.79452,3398471793.73971
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4584067,4857096,5140113,5350907,5533329,5683334,5809774,5939163,6090860,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828,8233970,8420641,8605718
Sierra Leone,SLE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3035103965.42014,2967529607.94342,3814367000.67011,4269398447.26747,4660029847.46275,5018859559.37982,4696717642.91498,6427903784.25211,7145450125.19172,7423684273.45659,7352386259.96737,8157133364.73393,8535742064.48388,11922760552.7097,12246576750.3554,11405736695.0893,12201293076.7967,12039006085.8042,12848771693.4919,13714258176.6335,13528738746.356,14832673352.6266,19332951067.3415
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,5637022
Singapore,SGP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,175246409685.841,177173352054.204,184506695895.583,195365188379.584,212867300362.186,236695126165.746,274279821554.304,307363030360.568,315661250608.59,313109402371.584,378598351938.957,400707778808.442,416578549823.047,424002358121.386,445708256666.976,448557736908.24,471188981934.025,497811185748.379,497909179556.164,518432255364.485,492610107246.098,542201965477.519,603534284988.51
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608,42310,42668,42848
Sint Maarten (Dutch part),SXM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,1180532464.22831,1231574041.51292,1317707578.47598,1209912238.78031,1273969553.94461,1550752894.79715,1629462441.30041,1682265083.46241,1713075704.93613,1628637846.81035,1815600791.39355,1611318016.96137,1763643843.20685,2072074404.03556
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752
