Id	Print_Name	Inverted_Name
sgx	Sierra Leone Sign Language	Sierra Leone Sign Language
sgz	Sursurunga	Sursurunga
sha	Shall-Zwall	Shall-Zwall
shb	Ninam	Ninam
shc	Sonde	Sonde
she	Sheko	Sheko
shg	Shua	Shua
shh	Shoshoni	Shoshoni
shi	Tachelhit	Tachelhit
shj	Shatt	Shatt
shk	Shilluk	Shilluk
shl	Shendu	Shendu
shm	Shahrudi	Shahrudi
shn	Shan	Shan
sho	Shanga	Shanga
shp	Shipibo-Conibo	Shipibo-Conibo
shq	Sala	Sala
shr	Shi	Shi
shs	Shuswap	Shuswap
sht	Shasta	Shasta
shu	Chadian Arabic	Arabic, Chadian
shv	Shehri	Shehri
shw	Shwai	Shwai
shx	She	She
shy	Tachawit	Tachawit
shz	Syenara Senoufo	Senoufo, Syenara
sia	Akkala Sami	Sami, Akkala
sib	Sebob Kenyah	Kenyah, Sebob
sic	Malinguat	Malinguat
sid	Sidamo	Sidamo
sie	Simaa	Simaa
sif	Siamou	Siamou
sig	Paasaal	Paasaal
sih	Zire	Zire
sii	Shom Peng	Shom Peng
sij	Numbami	Numbami
sik	Sikiana	Sikiana
sil	Tumulung Sisaala	Sisaala, Tumulung
sim	Mende (Papua New Guinea)	Mende (Papua New Guinea)
sin	Sinhala	Sinhala
sin	Sinhalese	Sinhalese
sip	Sikkimese	Sikkimese
siq	Sonia	Sonia
sir	Siri	Siri
sis	Siuslaw	Siuslaw
siu	Sinagen	Sinagen
siv	Sumariup	Sumariup
siw	Siwai	Siwai
six	Sumau	Sumau
siy	Sivandi	Sivandi
siz	Siwi	Siwi
sja	Epena	Epena
sjb	Sajau Basap	Sajau Basap
sjd	Kildin Sami	Sami, Kildin
sje	Pite Sami	Sami, Pite
sjg	Assangori	Assangori
sjk	Kemi Sami	Sami, Kemi
sjl	Sajalong	Sajalong
sjm	Mapun	Mapun
sjn	Sindarin	Sindarin
sjo	Xibe	Xibe
sjp	Surajpuri	Surajpuri
sjr	Siar-Lak	Siar-Lak
sjs	Senhaja De Srair	Senhaja De Srair
sjt	Ter Sami	Sami, Ter
sju	Ume Sami	Sami, Ume
sjw	Shawnee	Shawnee
ska	Skagit	Skagit
skb	Saek	Saek
skc	Sauk	Sauk
skd	Southern Sierra Miwok	Miwok, Southern Sierra
ske	Seke (Vanuatu)	Seke (Vanuatu)
skf	Sakirabiá	Sakirabiá
skg	Sakalava Malagasy	Malagasy, Sakalava
skh	Sikule	Sikule
ski	Sika	Sika
skj	Seke (Nepal)	Seke (Nepal)
skk	Sok	Sok
skl	Selako	Selako
skm	Sakam	Sakam
skn	Kolibugan Subanon	Subanon, Kolibugan
sko	Seko Tengah	Seko Tengah
skp	Sekapan	Sekapan
skq	Sininkere	Sininkere
skr	Seraiki	Seraiki
sks	Maia	Maia
skt	Sakata	Sakata
sku	Sakao	Sakao
skv	Skou	Skou
skw	Skepi Creole Dutch	Creole Dutch, Skepi
skx	Seko Padang	Seko Padang
sky	Sikaiana	Sikaiana
skz	Sekar	Sekar
slb	Kahumamahon Saluan	Saluan, Kahumamahon
slc	Sáliba	Sáliba
sld	Sissala	Sissala
sle	Sholaga	Sholaga
slf	Swiss-Italian Sign Language	Swiss-Italian Sign Language
slg	Selungai Murut	Selungai Murut
slh	Southern Puget Sound Salish	Salish, Southern Puget Sound
sli	Lower Silesian	Silesian, Lower
slj	Salumá	Salumá
slk	Slovak	Slovak
sll	Salt-Yui	Salt-Yui
slm	Pangutaran Sama	Sama, Pangutaran
sln	Salinan	Salinan
slp	Lamaholot	Lamaholot
slq	Salchuq	Salchuq
slr	Salar	Salar
sls	Singapore Sign Language	Singapore Sign Language
slt	Sila	Sila
slu	Selaru	Selaru
slv	Slovenian	Slovenian
slw	Sialum	Sialum
slx	Salampasu	Salampasu
sly	Selayar	Selayar
slz	Ma'ya	Ma'ya
sma	Southern Sami	Sami, Southern
smb	Simbari	Simbari
smc	Som	Som
smd	Sama	Sama
sme	Northern Sami	Sami, Northern
smf	Auwe	Auwe
smg	Simbali	Simbali
smh	Samei	Samei
smj	Lule Sami	Lule Sami
smk	Bolinao	Bolinao
sml	Central Sama	Sama, Central
smm	Musasa	Musasa
smn	Inari Sami	Sami, Inari
smo	Samoan	Samoan
smp	Samaritan	Samaritan
smq	Samo	Samo
smr	Simeulue	Simeulue
sms	Skolt Sami	Sami, Skolt
smt	Simte	Simte
smu	Somray	Somray
smv	Samvedi	Samvedi
smw	Sumbawa	Sumbawa
smx	Samba	Samba
smy	Semnani	Semnani
smz	Simeku	Simeku
sna	Shona	Shona
snb	Sebuyau	Sebuyau
snc	Sinaugoro	Sinaugoro
snd	Sindhi	Sindhi
sne	Jagoi	Jagoi
snf	Noon	Noon
sng	Sanga (Democratic Republic of Congo)	Sanga (Democratic Republic of Congo)
snh	Shinabo	Shinabo
sni	Sensi	Sensi
snj	Riverain Sango	Sango, Riverain
snk	Soninke	Soninke
snl	Sangil	Sangil
snm	Southern Ma'di	Ma'di, Southern
snn	Siona	Siona
sno	Snohomish	Snohomish
snp	Siane	Siane
snq	Sangu (Gabon)	Sangu (Gabon)
snr	Sihan	Sihan
sns	South West Bay	South West Bay
snu	Senggi	Senggi
snv	Sa'ban	Sa'ban
snw	Selee	Selee
snx	Sam	Sam
sny	Saniyo-Hiyewe	Saniyo-Hiyewe
snz	Sinsauru	Sinsauru
soa	Thai Song	Thai Song
sob	Sobei	Sobei
soc	So (Democratic Republic of Congo)	So (Democratic Republic of Congo)
sod	Songoora	Songoora
soe	Songomeno	Songomeno
sog	Sogdian	Sogdian
soh	Aka	Aka
soi	Sonha	Sonha
soj	Soi	Soi
sok	Sokoro	Sokoro
sol	Solos	Solos
som	Somali	Somali
soo	Songo	Songo
sop	Songe	Songe
soq	Kanasi	Kanasi
sor	Somrai	Somrai
sos	Seeku	Seeku
sot	Southern Sotho	Sotho, Southern
sou	Southern Thai	Thai, Southern
sov	Sonsorol	Sonsorol
sow	Sowanda	Sowanda
sox	So (Cameroon)	So (Cameroon)
soy	Miyobe	Miyobe
soz	Temi	Temi
spa	Castilian	Castilian
spa	Spanish	Spanish
spb	Sepa (Indonesia)	Sepa (Indonesia)
spc	Sapé	Sapé
spd	Saep	Saep
spe	Sepa (Papua New Guinea)	Sepa (Papua New Guinea)
spg	Sian	Sian
spi	Saponi	Saponi
spk	Sengo	Sengo
spl	Selepet	Selepet
spm	Sepen	Sepen
spo	Spokane	Spokane
spp	Supyire Senoufo	Senoufo, Supyire
spq	Loreto-Ucayali Spanish	Spanish, Loreto-Ucayali
spr	Saparua	Saparua
sps	Saposa	Saposa
spt	Spiti Bhoti	Bhoti, Spiti
spu	Sapuan	Sapuan
spx	South Picene	Picene, South
spy	Sabaot	Sabaot
sqa	Shama-Sambuga	Shama-Sambuga
sqh	Shau	Shau
sqi	Albanian	Albanian
sqm	Suma	Suma
sqn	Susquehannock	Susquehannock
sqo	Sorkhei	Sorkhei
sqq	Sou	Sou
sqs	Sri Lankan Sign Language	Sri Lankan Sign Language
sqt	Soqotri	Soqotri
squ	Squamish	Squamish
sra	Saruga	Saruga
srb	Sora	Sora
src	Logudorese Sardinian	Sardinian, Logudorese
srd	Sardinian	Sardinian
sre	Sara	Sara
srf	Nafi	Nafi
srg	Sulod	Sulod
srh	Sarikoli	Sarikoli
sri	Siriano	Siriano
srj	Serawai	Serawai
srk	Serudung Murut	Serudung Murut
srl	Isirawa	Isirawa
srm	Saramaccan	Saramaccan
srn	Sranan Tongo	Sranan Tongo
sro	Campidanese Sardinian	Sardinian, Campidanese
srp	Serbian	Serbian
srq	Sirionó	Sirionó
srr	Serer	Serer
srs	Sarsi	Sarsi
srt	Sauri	Sauri
sru	Suruí	Suruí
srv	Waray Sorsogon	Sorsogon, Waray
srw	Serua	Serua
srx	Sirmauri	Sirmauri
sry	Sera	Sera
srz	Shahmirzadi	Shahmirzadi
ssb	Southern Sama	Sama, Southern
ssd	Siroi	Siroi
sse	Balangingi	Balangingi
ssf	Thao	Thao
ssg	Seimat	Seimat
ssh	Shihhi Arabic	Arabic, Shihhi
ssi	Sansi	Sansi
ssj	Sausi	Sausi
ssk	Sunam	Sunam
ssl	Western Sisaala	Sisaala, Western
ssm	Semnam	Semnam
ssn	Sanye	Sanye
sso	Sissano	Sissano
ssp	Spanish Sign Language	Spanish Sign Language
ssq	So'a	So'a
ssr	Swiss-French Sign Language	Swiss-French Sign Language
sss	Sô	Sô
sst	Sinasina	Sinasina
ssu	Susuami	Susuami
ssv	Shark Bay	Shark Bay
ssw	Swati	Swati
ssx	Samberigi	Samberigi
ssy	Saho	Saho
ssz	Sengseng	Sengseng
sta	Settla	Settla
stb	Northern Subanen	Subanen, Northern
stc	Santa Cruz	Santa Cruz
std	Sentinel	Sentinel
ste	Liana-Seti	Liana-Seti
stf	Seta	Seta
stg	Trieng	Trieng
sth	Shelta	Shelta
sti	Bulo Stieng	Stieng, Bulo
stj	Matya Samo	Samo, Matya
stk	Arammba	Arammba
stl	Stellingwerfs	Stellingwerfs
stm	Setaman	Setaman
stn	Owa	Owa
sto	Stoney	Stoney
stp	Southeastern Tepehuan	Tepehuan, Southeastern
stq	Saterfriesisch	Saterfriesisch
str	Straits Salish	Salish, Straits
sts	Shumashti	Shumashti
stt	Budeh Stieng	Stieng, Budeh
stu	Samtao	Samtao
stw	Satawalese	Satawalese
sua	Sulka	Sulka
sub	Suku	Suku
suc	Western Subanon	Subanon, Western
sue	Suena	Suena
suf	Tarpia	Tarpia
sug	Suganga	Suganga
suh	Suba	Suba
sui	Suki	Suki
suj	Shubi	Shubi
suk	Sukuma	Sukuma
sul	Surigaonon	Surigaonon
sum	Sumo-Mayangna	Sumo-Mayangna
sun	Sundanese	Sundanese
suq	Suri	Suri
sur	Mwaghavul	Mwaghavul
sus	Susu	Susu
sut	Subtiaba	Subtiaba
suu	Sungkai	Sungkai
suv	Sulung	Sulung
suw	Sumbwa	Sumbwa
sux	Sumerian	Sumerian
suy	Suyá	Suyá
suz	Sunwar	Sunwar
sva	Svan	Svan
svb	Ulau-Suain	Ulau-Suain
svc	Vincentian Creole English	Creole English, Vincentian
sve	Serili	Serili
svk	Slovakian Sign Language	Slovakian Sign Language
svr	Savara	Savara
svs	Savosavo	Savosavo
svx	Skalvian	Skalvian
swa	Swahili (generic)	Swahili (generic)
swb	Comorian	Comorian
swc	Congo Swahili	Swahili, Congo
swe	Swedish	Swedish
swf	Sere	Sere
swg	Swabian	Swabian
swh	Swahili (specific)	Swahili (specific)
swi	Sui	Sui
swj	Sira	Sira
swk	Malawi Sena	Sena, Malawi
swl	Swedish Sign Language	Swedish Sign Language
swm	Samosa	Samosa
swn	Sawknah	Sawknah
swp	Suau	Suau
swq	Sharwa	Sharwa
swr	Saweru	Saweru
sws	Seluwasan	Seluwasan
swt	Sawila	Sawila
swu	Suwawa	Suwawa
swv	Shekhawati	Shekhawati
sww	Sowa	Sowa
swx	Suruahá	Suruahá
swy	Sarua	Sarua
sxc	Sicanian	Sicanian
sxe	Sighu	Sighu
sxg	Shixing	Shixing
sxk	Southern Kalapuya	Kalapuya, Southern
sxl	Selian	Selian
sxm	Samre	Samre
sxn	Sangir	Sangir
sxo	Sorothaptic	Sorothaptic
sxr	Saaroa	Saaroa
sxs	Sasaru	Sasaru
sxu	Upper Saxon	Saxon, Upper
sxw	Saxwe Gbe	Gbe, Saxwe
sya	Siang	Siang
syb	Central Subanen	Subanen, Central
syc	Classical Syriac	Syriac, Classical
syi	Seki	Seki
syk	Sukur	Sukur
syl	Sylheti	Sylheti
sym	Maya Samo	Samo, Maya
syn	Senaya	Senaya
syo	Suoy	Suoy
syr	Syriac	Syriac
sys	Sinyar	Sinyar
syw	Kagate	Kagate
sza	Semelai	Semelai
szb	Ngalum	Ngalum
szc	Semaq Beri	Semaq Beri
szd	Seru	Seru
sze	Seze	Seze
szg	Sengele	Sengele
szk	Sizaki	Sizaki
szn	Sula	Sula
szp	Suabo	Suabo
szv	Isu (Fako Division)	Isu (Fako Division)
szw	Sawai	Sawai
taa	Lower Tanana	Tanana, Lower
tab	Tabassaran	Tabassaran
tac	Lowland Tarahumara	Tarahumara, Lowland
tad	Tause	Tause
tae	Tariano	Tariano
taf	Tapirapé	Tapirapé
tag	Tagoi	Tagoi
tah	Tahitian	Tahitian
taj	Eastern Tamang	Tamang, Eastern
tak	Tala	Tala
tal	Tal	Tal
tam	Tamil	Tamil
tan	Tangale	Tangale
tao	Yami	Yami
tap	Taabwa	Taabwa
taq	Tamasheq	Tamasheq
tar	Central Tarahumara	Tarahumara, Central
tas	Tay Boi	Tay Boi
tat	Tatar	Tatar
tau	Upper Tanana	Tanana, Upper
tav	Tatuyo	Tatuyo
taw	Tai	Tai
tax	Tamki	Tamki
tay	Atayal	Atayal
taz	Tocho	Tocho
tba	Tubarão	Tubarão
tbb	Tapeba	Tapeba
tbc	Takia	Takia
tbd	Kaki Ae	Kaki Ae
tbe	Tanimbili	Tanimbili
tbf	Mandara	Mandara
tbg	North Tairora	Tairora, North
tbh	Thurawal	Thurawal
tbi	Gaam	Gaam
tbj	Tiang	Tiang
tbk	Calamian Tagbanwa	Tagbanwa, Calamian
tbl	Tboli	Tboli
tbm	Tagbu	Tagbu
tbn	Barro Negro Tunebo	Tunebo, Barro Negro
tbo	Tawala	Tawala
tbp	Taworta	Taworta
tbr	Tumtum	Tumtum
tbs	Tanguat	Tanguat
tbt	Tembo (Kitembo)	Tembo (Kitembo)
tbu	Tubar	Tubar
tbv	Tobo	Tobo
tbw	Tagbanwa	Tagbanwa
tbx	Kapin	Kapin
tby	Tabaru	Tabaru
tbz	Ditammari	Ditammari
tca	Ticuna	Ticuna
tcb	Tanacross	Tanacross
tcc	Datooga	Datooga
tcd	Tafi	Tafi
tce	Southern Tutchone	Tutchone, Southern
tcf	Malinaltepec Tlapanec	Tlapanec, Malinaltepec
tcg	Tamagario	Tamagario
tch	Turks And Caicos Creole English	Creole English, Turks And Caicos
tci	Wára	Wára
tck	Tchitchege	Tchitchege
tcl	Taman (Myanmar)	Taman (Myanmar)
tcm	Tanahmerah	Tanahmerah
tcn	Tichurong	Tichurong
tco	Taungyo	Taungyo
tcp	Tawr Chin	Chin, Tawr
tcq	Kaiy	Kaiy
tcs	Torres Strait Creole	Creole, Torres Strait
tct	T'en	T'en
tcu	Southeastern Tarahumara	Tarahumara, Southeastern
tcx	Toda	Toda
tcy	Tulu	Tulu
tcz	Thado Chin	Chin, Thado
tda	Tagdal	Tagdal
tdb	Panchpargania	Panchpargania
tdc	Emberá-Tadó	Emberá-Tadó
tdd	Tai Nüa	Tai Nüa
tdf	Talieng	Talieng
tdg	Western Tamang	Tamang, Western
tdh	Thulung	Thulung
tdi	Tomadino	Tomadino
tdj	Tajio	Tajio
tdk	Tambas	Tambas
tdl	Sur	Sur
tdn	Tondano	Tondano
tdo	Teme	Teme
tdq	Tita	Tita
tdr	Todrah	Todrah
tds	Doutai	Doutai
tdt	Tetun Dili	Tetun Dili
tdu	Tempasuk Dusun	Dusun, Tempasuk
tdv	Toro	Toro
tdx	Tandroy-Mahafaly Malagasy	Malagasy, Tandroy-Mahafaly
tdy	Tadyawan	Tadyawan
tea	Temiar	Temiar
teb	Tetete	Tetete
ted	Tepo Krumen	Krumen, Tepo
tee	Huehuetla Tepehua	Tepehua, Huehuetla
tef	Teressa	Teressa
teg	Teke-Tege	Teke-Tege
teh	Tehuelche	Tehuelche
tei	Torricelli	Torricelli
tek	Ibali Teke	Teke, Ibali
tel	Telugu	Telugu
tem	Timne	Timne
ten	Tama (Colombia)	Tama (Colombia)
teo	Teso	Teso
tep	Tepecano	Tepecano
teq	Temein	Temein
ter	Tereno	Tereno
tes	Tengger	Tengger
tet	Tetum	Tetum
teu	Soo	Soo
tev	Teor	Teor
tew	Tewa (USA)	Tewa (USA)
tex	Tennet	Tennet
tey	Tulishi	Tulishi
tfi	Tofin Gbe	Gbe, Tofin
tfn	Tanaina	Tanaina
tfo	Tefaro	Tefaro
tfr	Teribe	Teribe
tft	Ternate	Ternate
tga	Sagalla	Sagalla
tgb	Tebilung	Tebilung
tgc	Tigak	Tigak
tgd	Ciwogai	Ciwogai
tge	Eastern Gorkha Tamang	Tamang, Eastern Gorkha
tgf	Chalikha	Chalikha
tgg	Tangga	Tangga
tgh	Tobagonian Creole English	Creole English, Tobagonian
tgi	Lawunuia	Lawunuia
tgk	Tajik	Tajik
tgl	Tagalog	Tagalog
tgo	Sudest	Sudest
tgp	Tangoa	Tangoa
tgq	Tring	Tring
tgr	Tareng	Tareng
tgs	Nume	Nume
tgt	Central Tagbanwa	Tagbanwa, Central
tgu	Tanggu	Tanggu
tgv	Tingui-Boto	Tingui-Boto
tgw	Tagwana Senoufo	Senoufo, Tagwana
tgx	Tagish	Tagish
tgy	Togoyo	Togoyo
tha	Thai	Thai
thc	Tai Hang Tong	Tai Hang Tong
thd	Thayore	Thayore
the	Chitwania Tharu	Tharu, Chitwania
thf	Thangmi	Thangmi
thh	Northern Tarahumara	Tarahumara, Northern
thi	Tai Long	Tai Long
thk	Tharaka	Tharaka
thl	Dangaura Tharu	Tharu, Dangaura
thm	Aheu	Aheu
thp	Thompson	Thompson
thq	Kochila Tharu	Tharu, Kochila
thr	Rana Tharu	Tharu, Rana
ths	Thakali	Thakali
tht	Tahltan	Tahltan
thu	Thuri	Thuri
thv	Tahaggart Tamahaq	Tamahaq, Tahaggart
thw	Thudam	Thudam
thx	The	The
thy	Tha	Tha
thz	Tayart Tamajeq	Tamajeq, Tayart
tia	Tidikelt Tamazight	Tamazight, Tidikelt
tic	Tira	Tira
tid	Tidong	Tidong
tie	Tingal	Tingal
tif	Tifal	Tifal
tig	Tigre	Tigre
tih	Timugon Murut	Murut, Timugon
tii	Tiene	Tiene
tij	Tilung	Tilung
tik	Tikar	Tikar
til	Tillamook	Tillamook
tim	Timbe	Timbe
tin	Tindi	Tindi
tio	Teop	Teop
tip	Trimuris	Trimuris
tiq	Tiéfo	Tiéfo
tir	Tigrinya	Tigrinya
tis	Masadiit Itneg	Itneg, Masadiit
tit	Tinigua	Tinigua
tiu	Adasen Itneg	Itneg, Adasen
tiv	Tiv	Tiv
tiw	Tiwi	Tiwi
tix	Southern Tiwa	Tiwa, Southern
tiy	Tiruray	Tiruray
tiz	Tai Hongjin	Tai Hongjin
tja	Tajuasohn	Tajuasohn
tjg	Tunjung	Tunjung
tji	Northern Tujia	Tujia, Northern
tjm	Timucua	Timucua
tjn	Tonjon	Tonjon
tjo	Temacine Tamazight	Tamazight, Temacine
tjs	Southern Tujia	Tujia, Southern
tju	Tjurruru	Tjurruru
tka	Truká	Truká
tkb	Buksa	Buksa
tkd	Tukudede	Tukudede
tke	Takwane	Takwane
tkf	Tukumanféd	Tukumanféd
tkk	Takpa	Takpa
tkl	Tokelau	Tokelau
tkm	Takelma	Takelma
tkn	Toku-No-Shima	Toku-No-Shima
tkp	Tikopia	Tikopia
tkq	Tee	Tee
tkr	Tsakhur	Tsakhur
tks	Takestani	Takestani
tkt	Kathoriya Tharu	Tharu, Kathoriya
tkw	Teanu	Teanu
tkx	Tangko	Tangko
tkz	Takua	Takua
tla	Southwestern Tepehuan	Tepehuan, Southwestern
tlb	Tobelo	Tobelo
tlc	Yecuatla Totonac	Totonac, Yecuatla
tld	Talaud	Talaud
tle	Talai	Talai
tlf	Telefol	Telefol
tlg	Tofanma	Tofanma
tlh	tlhIngan-Hol	tlhIngan-Hol
tlh	Klingon	Klingon
tli	Tlingit	Tlingit
tlj	Talinga-Bwisi	Talinga-Bwisi
tlk	Taloki	Taloki
tll	Tetela	Tetela
tlm	Tolomako	Tolomako
tln	Talondo'	Talondo'
tlo	Talodi	Talodi
tlp	Filomena Mata-Coahuitlán Totonac	Totonac, Filomena Mata-Coahuitlán
tlq	Tai Loi	Tai Loi
tlr	Talise	Talise
tls	Tambotalo	Tambotalo
tlt	Teluti	Teluti
tlu	Tulehu	Tulehu
tlv	Taliabu	Taliabu
tlw	South Wemale	Wemale, South
tlx	Khehek	Khehek
tly	Talysh	Talysh
tlz	Toala'	Toala'
tma	Tama (Chad)	Tama (Chad)
tmb	Katbol	Katbol
tmc	Tumak	Tumak
tmd	Haruai	Haruai
tme	Tremembé	Tremembé
tmf	Toba-Maskoy	Toba-Maskoy
tmg	Ternateño	Ternateño
tmh	Tamashek	Tamashek
tmi	Tutuba	Tutuba
tmj	Samarokena	Samarokena
tmk	Northwestern Tamang	Tamang, Northwestern
tml	Tamnim Citak	Citak, Tamnim
tmm	Tai Thanh	Tai Thanh
tmn	Taman (Indonesia)	Taman (Indonesia)
tmo	Temoq	Temoq
tmp	Tai Mène	Tai Mène
tmq	Tumleo	Tumleo
tmr	Talmudic Aramaic	Aramaic, Talmudic
tms	Tima	Tima
tmt	Tasmate	Tasmate
tmu	Iau	Iau
tmv	Tembo (Motembo)	Tembo (Motembo)
tmw	Temuan	Temuan
tmx	Tomyang	Tomyang
tmy	Tami	Tami
tmz	Tamanaku	Tamanaku
tna	Tacana	Tacana
tnb	Western Tunebo	Tunebo, Western
tnc	Tanimuca-Retuarã	Tanimuca-Retuarã
tnd	Angosturas Tunebo	Tunebo, Angosturas
tne	Tinoc Kallahan	Kallahan, Tinoc
tnf	Tangshewi	Tangshewi
tng	Tobanga	Tobanga
tnh	Maiani	Maiani
tni	Tandia	Tandia
tnj	Tanjong	Tanjong
tnk	Kwamera	Kwamera
tnl	Lenakel	Lenakel
tnm	Tabla	Tabla
tnn	North Tanna	Tanna, North
tno	Toromono	Toromono
tnp	Whitesands	Whitesands
tnq	Taino	Taino
tnr	Budik	Budik
tns	Tenis	Tenis
tnt	Tontemboan	Tontemboan
tnu	Tay Khang	Tay Khang
tnv	Tangchangya	Tangchangya
tnw	Tonsawang	Tonsawang
tnx	Tanema	Tanema
tny	Tongwe	Tongwe
tnz	Tonga (Thailand)	Tonga (Thailand)
tob	Toba	Toba
toc	Coyutla Totonac	Totonac, Coyutla
tod	Toma	Toma
toe	Tomedes	Tomedes
tof	Gizrra	Gizrra
tog	Tonga (Nyasa)	Tonga (Nyasa)
toh	Gitonga	Gitonga
toi	Tonga (Zambia)	Tonga (Zambia)
toj	Tojolabal	Tojolabal
tol	Tolowa	Tolowa
tom	Tombulu	Tombulu
ton	Tonga (Tonga Islands)	Tonga (Tonga Islands)
too	Xicotepec De Juárez Totonac	Totonac, Xicotepec De Juárez
top	Papantla Totonac	Totonac, Papantla
toq	Toposa	Toposa
tor	Togbo-Vara Banda	Banda, Togbo-Vara
tos	Highland Totonac	Totonac, Highland
tot	Patla-Chicontla Totonac	Totonac, Patla-Chicontla
tou	Tho	Tho
tov	Upper Taromi	Taromi, Upper
tow	Jemez	Jemez
tox	Tobian	Tobian
toy	Topoiyo	Topoiyo
toz	To	To
tpa	Taupota	Taupota
tpc	Azoyú Tlapanec	Tlapanec, Azoyú
tpe	Tippera	Tippera
tpg	Kula	Kula
tpi	Tok Pisin	Tok Pisin
tpj	Tapieté	Tapieté
tpk	Tupinikin	Tupinikin
tpl	Tlacoapa Tlapanec	Tlapanec, Tlacoapa
tpm	Tampulma	Tampulma
tpn	Tupinambá	Tupinambá
tpo	Tai Pao	Tai Pao
tpp	Pisaflores Tepehua	Tepehua, Pisaflores
tpq	Tukpa	Tukpa
tpr	Tuparí	Tuparí
tpt	Tlachichilco Tepehua	Tepehua, Tlachichilco
tpu	Tampuan	Tampuan
tpv	Tanapag	Tanapag
tpw	Tupí	Tupí
tpx	Acatepec Tlapanec	Tlapanec, Acatepec
tpy	Trumaí	Trumaí
tpz	Tinputz	Tinputz
tqb	Tembé	Tembé
tql	Lehali	Lehali
tqm	Turumsa	Turumsa
tqn	Tenino	Tenino
tqo	Toaripi	Toaripi
tqp	Tomoip	Tomoip
tqq	Tunni	Tunni
tqr	Torona	Torona
tqt	Ozumatlán Totonac	Totonac, Ozumatlán
tqu	Touo	Touo
tqw	Tonkawa	Tonkawa
tra	Tirahi	Tirahi
trb	Terebu	Terebu
trc	Copala Triqui	Triqui, Copala
trd	Turi	Turi
tre	East Tarangan	Tarangan, East
trf	Trinidadian Creole English	Creole English, Trinidadian
trg	Lishán Didán	Lishán Didán
trh	Turaka	Turaka
tri	Trió	Trió
trj	Toram	Toram
trl	Traveller Scottish	Scottish, Traveller
trm	Tregami	Tregami
trn	Trinitario	Trinitario
tro	Tarao Naga	Naga, Tarao
trp	Kok Borok	Kok Borok
trq	San Martín Itunyoso Triqui	Triqui, San Martín Itunyoso
trr	Taushiro	Taushiro
trs	Chicahuaxtla Triqui	Triqui, Chicahuaxtla
trt	Tunggare	Tunggare
tru	Turoyo	Turoyo
trv	Taroko	Taroko
trw	Torwali	Torwali
trx	Tringgus	Tringgus
try	Turung	Turung
trz	Torá	Torá
tsa	Tsaangi	Tsaangi
tsb	Tsamai	Tsamai
tsc	Tswa	Tswa
tsd	Tsakonian	Tsakonian
tse	Tunisian Sign Language	Tunisian Sign Language
tsf	Southwestern Tamang	Tamang, Southwestern
tsg	Tausug	Tausug
tsh	Tsuvan	Tsuvan
tsi	Tsimshian	Tsimshian
tsj	Tshangla	Tshangla
tsk	Tseku	Tseku
tsl	Ts'ün-Lao	Ts'ün-Lao
tsm	Turkish Sign Language	Turkish Sign Language
tsn	Tswana	Tswana
tso	Tsonga	Tsonga
tsp	Northern Toussian	Toussian, Northern
tsq	Thai Sign Language	Thai Sign Language
tsr	Akei	Akei
tss	Taiwan Sign Language	Taiwan Sign Language
tsu	Tsou	Tsou
tsv	Tsogo	Tsogo
tsw	Tsishingini	Tsishingini
tsx	Mubami	Mubami
tsz	Purepecha	Purepecha
tta	Tutelo	Tutelo
ttb	Gaa	Gaa
ttc	Tektiteko	Tektiteko
ttd	Tauade	Tauade
tte	Bwanabwana	Bwanabwana
ttf	Tuotomb	Tuotomb
ttg	Tutong 2	Tutong 2
tth	Upper Ta'oih	Ta'oih, Upper
tti	Tobati	Tobati
ttj	Tooro	Tooro
ttk	Totoro	Totoro
ttl	Totela	Totela
ttm	Northern Tutchone	Tutchone, Northern
ttn	Towei	Towei
tto	Lower Ta'oih	Ta'oih, Lower
ttp	Tombelala	Tombelala
ttq	Tawallammat Tamajaq	Tamajaq, Tawallammat
ttr	Tera	Tera
tts	Northeastern Thai	Thai, Northeastern
ttt	Muslim Tat	Tat, Muslim
ttu	Torau	Torau
ttv	Titan	Titan
ttw	Tutoh Kenyah	Kenyah, Tutoh
ttx	Tutong 1	Tutong 1
tty	Sikaritai	Sikaritai
ttz	Tsum	Tsum
tua	Wiarumus	Wiarumus
tub	Tübatulabal	Tübatulabal
tuc	Mutu	Mutu
tud	Tuxá	Tuxá
tue	Tuyuca	Tuyuca
tuf	Central Tunebo	Tunebo, Central
tug	Tunia	Tunia
tuh	Taulil	Taulil
tui	Tupuri	Tupuri
tuj	Tugutil	Tugutil
tuk	Turkmen	Turkmen
tul	Tula	Tula
tum	Tumbuka	Tumbuka
tun	Tunica	Tunica
tuo	Tucano	Tucano
tuq	Tedaga	Tedaga
tur	Turkish	Turkish
tus	Tuscarora	Tuscarora
tuu	Tututni	Tututni
tuv	Turkana	Turkana
tux	Tuxináwa	Tuxináwa
tuy	North Tugen	Tugen, North
tuz	Turka	Turka
tva	Vaghua	Vaghua
tvd	Tsuvadi	Tsuvadi
tve	Te'un	Te'un
tvk	Southeast Ambrym	Ambrym, Southeast
tvl	Tuvalu	Tuvalu
tvm	Tela-Masbuar	Tela-Masbuar
tvn	Tavoyan	Tavoyan
tvo	Tidore	Tidore
tvs	Taveta	Taveta
tvt	Tutsa Naga	Naga, Tutsa
tvw	Sedoa	Sedoa
tvy	Timor Pidgin	Pidgin, Timor
twa	Twana	Twana
twb	Western Tawbuid	Tawbuid, Western
