Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Venezuela, RB",VEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,276432076499.536,290961228138.935,265684393274.368,250851555618.693,464747491141.729,487696163869.793,523983136899.452,536703526171.983,536122708229.019,..,..,..
Vietnam,VNM,"Population, total",SP.POP.TOTL,80285562,81139919,81956496,82747662,88472512,89436644,90451881,91497725,92544915,93571567,94569072,95540800
Vietnam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,173614230705.973,188836986787.66,203818351792.069,221796262337.173,367547553283.759,396482343535.126,426297866621.211,455367257309.844,488892691089.131,525076661372.157,570455621642.691,616200314812.186
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108510,108506,108358,108292,108191,108044,107884,107710,107510,107268
Virgin Islands (U.S.),VIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3811102,3927051,4046901,4169506,4294682,4422143,4551566,4684777
West Bank and Gaza,PSE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10875521307.7989,10056007785.5931,9896772391.58793,11063774951.0675,16628360397.2923,18332734924.1935,21472348664.5321,21215022023.4547,21821030424.284,25194750974.7662,26541961112.7486,26031155639.9013
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,17874725,18390135,18919179,19462086,23606779,24252206,24909969,25576322,26246327,26916207,27584213,28250420
"Yemen, Rep.",YEM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,50745949110.5325,54467161885.2834,57080919323.0049,59704836645.9488,97493288721.3143,85694098679.7649,91967528301.7551,97900507251.6669,97833526812.2045,85113419548.4908,76409767931.0715,73268734024.1783
Zambia,ZMB,"Population, total",SP.POP.TOTL,10531221,10824125,11120409,11421984,13850033,14264756,14699937,15153210,15620974,16100587,16591390,17094130
Zambia,ZMB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16793204436.0393,18147229103.0324,19344313377.5761,21246966672.9611,41506432857.0317,45584354103.5952,51851496278.9992,53783573773.3629,58637538932.1758,61168335732.5435,63916126785.7255,66487217315.3866
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,12222251,12366165,12500525,12633897,14086317,14386649,14710826,15054506,15411675,15777451,16150362,16529904
Zimbabwe,ZWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,26246857494.3961,27383124353.3367,25494695568.6617,21677379038.9035,21143078649.0944,23990800679.1528,28920067031.6017,31038479004.8919,32466394698.4284,33244167434.1471,34408072690.4701,36571734859.8617
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 01/30/2019,,,,,,,,,,,,,,,
