Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Portugal,PRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,190612243601.476,198596322075.752,208512012688.947,215220454945.376,221854972720.729,235163261619.338,251221638173.481,262332091223.28,270235611838.754,269441540347.482,279293643234.04,277286324614.859,271419092894.261,287821374657.946,293878003275.358,297492796943.209,308962912144.174,324151505111.456
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473177,3406520,3337177
Puerto Rico,PRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,62863022184.8878,64807550701.9541,65659093584.9646,67561876926.7301,76767534003.2227,78692348956.0125,81080343756.6312,84070440689.8009,83174027871.3194,80992912478.6457,80837943826.0359,82384688997.3745,85908442821.9724,87364825381.2933,87689842077.6773,88039381571.7233,85967175021.6349,..
Qatar,QAT,"Population, total",SP.POP.TOTL,592267,616886,645659,688586,758855,864863,1010382,1189633,1389342,1590780,1779676,1952054,2109568,2250473,2374419,2481539,2569804,2639211
Qatar,QAT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,70825616443.1627,73702238841.3904,104036134946.568,126108170859.772,150417770571.19,162907033230.422,195632008233.227,232525547675.419,251732285794.144,270719449606.934,288674652504.896,309585542563.435,325216021450.939,337969384527.624
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815481,19702332,19586539
Romania,ROU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,130976318174.287,144699977610.01,154447590788.192,164909024918.627,187854049426.43,201288450133.775,239568308024.717,278735971042.407,334871652182.865,330712828273.439,339501335256.336,356578785300.247,374201136911.678,388303470710.784,405118821939.661,417378763099.629,442188659309.166,492575315346.284
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596557,145976083,145306046,144648257,144067054,143518523,143049528,142805088,142742350,142785342,142849449,142960868,143201676,143506911,143819666,144096870,144342396,144495044
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,974629947987.715,1060628740394.34,1144425580988.59,1297547987709.56,1442160250554.04,1655585941892.4,2071669066191.67,2324769766658.25,2797649362807.68,2678149677195.79,2837671791921.19,3373184617515.06,3579360949689.46,3635166063636.95,3644656165133.85,3521836492512.39,3539663675494.7,3655359200573.93
Rwanda,RWA,"Population, total",SP.POP.TOTL,8025703,8329406,8536205,8680346,8818438,8991735,9206580,9447402,9708169,9977446,10246842,10516071,10788853,11065151,11345357,11629553,11917508,12208407
Rwanda,RWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4999341064.6512,5521337733.9383,6359766271.83454,6597036378.73307,7285996230.83971,8270269177.20792,9322357767.823,10351916764.0799,11699502420.1419,12528437880.8067,13603970505.1482,14979823165.0363,16500083975.9168,17463046409.7614,19044872782.6528,20919812014.2352,22436708032.9305,24305817030.312
Samoa,WSM,"Population, total",SP.POP.TOTL,174610,175566,176582,177662,178781,179929,181094,182286,183526,184826,186205,187665,189194,190757,192290,193759,195125,196440
Samoa,WSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,598740718.976757,658147170.331399,695430552.054928,713371108.552333,782331935.13076,810369295.329606,837553464.304844,917590753.192732,941806843.47474,918033522.686867,957101573.7303,1024939103.95493,1037636885.98555,1039059687.99497,1074974833.18408,1124104138.85301,1215277418.89778,1255570918.41239
San Marino,SMR,"Population, total",SP.POP.TOTL,27418,27762,28121,28494,28866,29240,29614,29977,30351,30723,31110,31504,31914,32303,32657,32960,33203,33400
San Marino,SMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,138606,141622,144889,148372,151969,155630,159328,163101,166913,170813,174776,178800,182889,187045,191266,195553,199910,204327
Sao Tome and Principe,STP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,221458538.159659,230712396.506587,254836082.315663,270962178.073695,301446531.924449,355047030.473298,379371725.467878,405764111.861208,418291733.363869,453686673.692435,483633762.251555,496869854.743522,543833580.889824,594404421.254879,611778852.212214,649334087.826774,688689512.318291
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,20764312,21303592,21906308,22556425,23228890,23905654,24578301,25252569,25940770,26661492,27425676,28238020,29086357,29944476,30776722,31557144,32275687,32938213
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,712223111208.064,723161050757.971,711605850888.238,804640234232.253,895422590373.147,977317140612.905,1037393157263.55,1090260688961.49,1183744340992.32,1171045358957.44,1236785860821.08,1390008608968.98,1490373845660.02,1557650759195.87,1648749175301.23,1747492951010.93,1802205665961.75,1804185397947.12
Senegal,SEN,"Population, total",SP.POP.TOTL,9884052,10134497,10396861,10670990,10955944,11251266,11556763,11873557,12203957,12550917,12916229,13300910,13703513,14120320,14546111,14976994,15411614,15850567
Senegal,SEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14678095482.0479,15754818736.015,16050494713.7594,17559905537.1361,19150228310.281,20897642315.6958,22148106380.6886,23866069647.1526,25305651904.5172,25861298335.3254,27317664297.5164,28143660936.7696,29877166275.8776,31391315499.6907,33156610283.8597,35533619400.607,38206392114.1493,41496554696.4174
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7022268
Serbia,SRB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,43031435017.3453,46115395457.1132,50763499825.7701,53496828288.2695,59684305323.2699,63990138288.3875,70273120801.4183,75743366851.9054,85217465657.4553,85187456468.7408,86138675057.5596,91684369507.0795,91108192060.911,94504600495.7311,94224885770.021,93732847930.3456,96456325478.596,98592264868.3699
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843
Seychelles,SYC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1125609037.46594,1152901696.8165,1100102461.61169,1098782226.06817,1181103086.24184,1328144966.41349,1496990735.64205,1563037601.58466,1533150138.11794,1560590792.64381,1691051643.57275,1835493986.51847,1919084921.83483,2077125436.68448,2188221075.8227,2323153189.22495,2464488705.41036,2574233859.1155
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4564297,4739147,4957216,5199549,5439695,5658379,5848692,6015417,6165372,6310260,6458720,6611692,6766103,6922079,7079162,7237025,7396190,7557212
Sierra Leone,SLE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3199419807.21008,3084249416.97516,3962740820.47133,4438488016.92247,4848126856.13922,5224946404.77404,5631412622.45539,6685882419.88467,7382685467.29588,7733784585.08598,7677386079.46074,8124629823.32659,9976219409.79926,11791530641.4532,12319659466.4518,9992331550.0772,9701082579.03506,11195694798.513
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253
Singapore,SGP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,164067142952.93,165482331133.948,171998500849.802,181950322059.584,197221055241.79,219823845542.621,254738302729.831,286518916034.652,293198198054.777,293262006413.847,356665493237.227,379732620005.957,395950522098.933,424074999876.529,455033916350.463,463603061831.241,473821775267.431,508278248025.096
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38824,39969,41109
Sint Maarten (Dutch part),SXM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439892
Slovak Republic,SVK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,60868466605.4811,66615959470.4763,71203371695.7037,72177827768.6848,78367566629.6625,86800350619.339,98333597549.991,110361638765.28,125077405429.544,123342372223.839,131692558563.264,134396740171.443,141334378505.655,149610025166.76,154769445337.157,157213058726.113,163089424580.243,170613825365.962
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066748
Slovenia,SVN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35964856273.1086,37912787455.9478,40300066691.1258,41875526899.9535,45030557167.8739,47619792013.243,51245364997.5337,54608775693.8854,58498269613.3887,55281737463.9403,56352280219.4785,58661458082.9207,58911723437.8116,60556015596.021,63041487353.6545,62983738354.3229,65686173003.3923,70089625079.5661
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,412609,423853,435262,446769,458324,469885,481422,492940,504477,516079,527790,539614,551531,563513,575504,587482,599419,611343
Solomon Islands,SLB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,594701428.9203,562701055.413203,548827222.487561,597868558.693087,652520554.34235,705811603.87482,782163668.405494,793527781.725171,787876541.23796,648167647.739987,705439398.744594,806095347.634751,1042263692.17494,1159710423.90312,1216742746.07805,1305436443.39925,1326687523.84179,1389978466.47681
Somalia,SOM,"Population, total",SP.POP.TOTL,9011479,9290823,9564167,9836397,10116228,10409925,10718317,11038596,11369276,11707990,12053223,12404725,12763776,13132349,13513125,13908129,14317996,14742523
Somalia,SOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,45728315,46385006,47026173,47648727,48247395,48820586,49364582,49887181,50412129,50970818,51584663,52263516,52998213,53767396,54539571,55291225,56015473,56717156
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,337698697590.668,352124010172.503,373168506977.415,390971476188.736,423228345304.378,459753999935.262,500568497590.079,533867075270.904,562545568191.094,563162169588.976,588011578660.129,617169274162.823,641412458486.726,668612348251.59,692846045319.405,710713879524.079,721683699715.839,742598770776.688
South Sudan,SSD,"Population, total",SP.POP.TOTL,6700656,6974442,7237276,7501642,7787655,8108877,8468152,8856800,9263136,9670667,10067192,10448857,10818258,11177490,11530971,11882136,12230730,12575714
South Sudan,SSD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,22279384955.9546,16405058966.3089,20923367531.522,21244880012.9921,21742610770.9195,17584121064.4486,..
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46572028
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,870200274096.28,926784100267.138,998189440558.687,1048437298561.61,1113776377722.59,1191810871361.96,1344468185039.08,1438363711992.58,1496522755014.04,1473932112731.72,1467462693143.36,1472969169435.77,1485648425269.36,1512101363366.92,1561678787485.34,1613691356767.67,1687230963980.67,1773815331329.16
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20425000,20585000,20771000,20966000,21203000,21444000
Sri Lanka,LKA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,80913180960.084,81592817587.2791,86365871980.5588,93901238361.895,101650307905.907,111207024961.499,123225251797.934,135492435223.77,144461300721.785,152604504356.329,166961839151.045,184899504319.22,203914666618.538,212971898225.136,227731624594.854,241158892730.945,254654834838.547,267353029457.957
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,45374,45990,46641,47306,47971,48611,49210,49783,50332,50886,51445,52006,52591,53169,53739,54288,54821,55345
St. Kitts and Nevis,KNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,673529073.420669,723843294.898232,750851560.97144,725990022.906808,787032732.917043,895789849.927894,953971900.791076,982699096.235746,1064697957.55222,1039646511.4037,1034663557.58481,1089742095.33756,1108140750.86306,1197021102.92717,1289147343.58075,1357105205.29958,1405589213.4138,1455665506.98723
St. Lucia,LCA,"Population, total",SP.POP.TOTL,156949,158464,159763,160973,162251,163714,165407,167288,169220,171022,172580,173832,174835,175660,176421,177206,178015,178844
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1281977325.13214,1259257191.62739,1302967253.54346,1367243395.95272,1481722611.30436,1525536661.13441,1721203652.6876,1774739947.28503,1906129163.63953,1985054732.26625,1991312219.73462,2076454557.28718,2091812577.74599,2199710543.55478,2146006219.06891,2203787848.22141,2260208911.06638,2366482085.96698
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264,31530,31754,31949,32125
St. Martin (French part),MAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107898,107988,108146,108350,108559,108744,108907,109047,109165,109253,109315,109341,109328,109320,109357,109455,109643,109897
St. Vincent and the Grenadines,VCT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,614833070.626977,646353297.478378,697932663.022599,757540158.606806,804569746.8653,853761352.263351,959352933.397811,977709230.508881,1064356617.38347,1064658159.24092,1042852930.48968,1058714670.73699,1108293142.77316,1153264368.87692,1187968639.03199,1212596552.43794,1247683256.80861,1293026149.78879
Sudan,SDN,"Population, total",SP.POP.TOTL,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39578828,40533330
Sudan,SDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,57976350122.4251,62523419248.9421,67804064414.8199,73278226068.2677,78342845304.3579,87349015706.5382,100357089888.18,113903337593.345,125437532280.65,129475487031.265,135153486301.046,140669381805.509,137587245482.25,99332603179.3088,150417010612.43,160549534107.796,169626879888.496,181665035763.699
Suriname,SUR,"Population, total",SP.POP.TOTL,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558368,563402
Suriname,SUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3635511706.40937,3006266728.5609,3734168724.37525,4018713449.09809,4428085439.13085,5073243598.61624,5665975650.98215,6238123578.95412,6668184593.01571,6890098163.74226,7150755981.41501,7445199966.48529,7956951670.09204,8436550684.37717,8716650557.44035,8653938609.57619,8073732409.20096,8050241494.25428
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10067744
Sweden,SWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,259773343562.724,263929240353.338,273589376283.707,287203754640.996,303746878712.25,311346485382.388,349273076943.742,383033144677.63,399934343214.581,378194393080.308,401826462748.407,422589806787.44,436285524926.838,448494774346.711,460741909339.965,475339149961.237,490818519844.658,511878312111.526
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8466017
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,273542801203.405,276714998757.734,282162053621.561,294568170081.781,307472475561.854,326593780550.568,361905790414.297,376398865947.053,374395581256.878,407560910502.141,438863786702.459,446733508169.6,470868219119.81,496497257704.326,509076701038.649,540088581388.541,539884846967.186,557999397839.801
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16410848,16766899,17087901,17415266,17806638,18294611,18914977,19632806,20325443,20824893,21018834,20863993,20420701,19809141,19203090,18734987,18430453,18269868
Syrian Arab Republic,SYR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951,8921343
Tajikistan,TJK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5569314868.81951,6245047061.34345,7028585898.17297,7860800935.0218,9109278429.17529,10062746492.6626,11076715542.0614,12420217673.3986,13843853803.2611,14419672247.789,19480738652.0818,22041323704.1279,24161396942.9749,27285893934.1001,27737910420.761,28712309304.9285,30566762104.3882,32734568321.2003
Tanzania,TZA,"Population, total",SP.POP.TOTL,34178042,35117019,36105808,37149072,38249984,39410545,40634948,41923715,43270144,44664231,46098591,47570902,49082997,50636595,52234869,53879957,55572201,57310019
Tanzania,TZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38498490716.6264,40971431615.8953,45586605110.2771,49312773644.6522,54566714576.6942,60736805195.2659,66841476733.0134,73542785112.8218,79291471165.4576,84283627212.1646,90729900568.3497,100210752121.416,106532246489.666,116766008359.413,126948909446.088,136449844723.541,148794881399.017,162247376575.782
Thailand,THA,"Population, total",SP.POP.TOTL,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514,69037513
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,449514001252.72,471591360023.141,504514119972.393,548300697525.683,597201838170.492,641296703417.752,699404369094.425,759515095876.063,785790671240.52,787453509443.852,850877276311.156,891983915185.034,952546497808.879,975090605327.524,1015710509099.12,1057596964080.77,1111641772630.58,1180057557009.77
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671,1296311
Timor-Leste,TLS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3030133916.33304,3256986057.35819,3740269812.042,3155953048.60279,2600270523.10588,2690351867.68234,4117306944.218,6211225783.24607,7607012106.0034,7585160352.27113,8040054544.32701,8894034900.2631,7664208599.69333,7845043824.65459,6616740844.66468,8835697382.21227,9020259828.11847,8209902934.2572
Togo,TGO,"Population, total",SP.POP.TOTL,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374,7797694
Togo,TGO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4918236456.82793,4950304905.37984,5017258945.67723,5374632307.34309,5620489285.69088,5873818474.31372,6296402404.66891,6646774782.09335,6193682829.80932,6481929511.41555,6700440792.16592,7015712096.28553,7467734601.01982,7831566172.69262,9009844282.02552,11037232242.8025,11758913193.713,12663211424.194
Tonga,TON,"Population, total",SP.POP.TOTL,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122,108020
Tonga,TON,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,356381154.47894,376699611.90596,405467636.999654,418347797.426276,429997049.059257,444902947.371533,463006572.248756,458355638.192526,480084308.521504,499935150.039256,524967770.844047,548648424.397204,564242603.413205,553161290.212707,564695727.992035,593913669.699359,619328811.013794,653695059.263767
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1267984,1272380,1277837,1284052,1290535,1296934,1303144,1309260,1315372,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962,1369125
Trinidad and Tobago,TTO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16996867799.1395,18422110664.3334,20358253896.3779,23588025455.083,27007204536.6194,29078386512.8261,33807333115.9044,36584222326.9602,38594930984.5754,36831302223.0944,38696007666.0291,36392191403.6683,38970319156.739,41235635325.0899,41670598506.8337,45204437439.062,42888648350.5332,41787950466.9032
Tunisia,TUN,"Population, total",SP.POP.TOTL,9699197,9785701,9864326,9939678,10017601,10102482,10196136,10298087,10407336,10521834,10639931,10761467,10886668,11014558,11143908,11273661,11403248,11532127
Tunisia,TUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,55655541950.0544,59261356555.2529,60980830739.9693,65328106800.7361,71164860273.4473,75167405561.6155,81945919572.277,89034230314.5855,94186782259.0297,98856159133.0182,103689920157.777,103777406437.032,110476647608.062,115212881723.666,121904014940.319,125254069897.334,127261464533.214,132558909740.622
Turkey,TUR,"Population, total",SP.POP.TOTL,63240121,64191474,65143054,66085803,67007855,67903406,68763405,69597281,70440032,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426,80745020
Turkey,TUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,597099061199.563,577250259194.844,596184973556.07,623360450710.184,717915419039.1,798582176975.733,926544099362.664,1023467733843.34,1119242568184.92,1091441905914.74,1250939840476.27,1430728379922.5,1527509825406.72,1675523371335.35,1834700892255.71,1922818326171.12,1986127492435.04,2224734269514.46
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4516131,4564080,4610002,4655741,4703398,4754641,4810105,4870137,4935762,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544,5758075
Turkmenistan,TKM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,17925258428.2022,19768412450.9649,20171117583.4594,21559536329.005,23198843593.667,25587855094.2949,30531097038.7158,34827271405.3233,39683225103.0548,42045892417.033,45399906979.2779,52404098571.8364,59426964175.2615,67100923052.1623,75095895213.8022,83651648055.222,93041246910.047,99753609269.3529
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,18873,20185,21742,23410,25028,26448,27642,28640,29481,30245,30994,31731,32431,33108,33739,34339,34900,35446
Turks and Caicos Islands,TCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9420,9512,9635,9767,9894,10027,10137,10243,10340,10441,10531,10628,10725,10819,10908,11001,11097,11192
Tuvalu,TUV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,44678364.7938745,55788559.5435295,39336290.5628045,43935794.0996842,43982029.9420262,44659880.1215834,52609786.7047403,52836593.4272301,54721483.8782855,49303636.8696087,50436773.521359,43427413.6537461,54431735.6232236,48385886.5534848,62817008.9440904,63420927.4393762,64697143.3409997
Uganda,UGA,"Population, total",SP.POP.TOTL,24039274,24854892,25718048,26624820,27568436,28543940,29550662,30590487,31663896,32771895,33915133,35093648,36306796,37553726,38833338,40144870,41487965,42862958
Uganda,UGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19655003328.5529,20853211364.9302,23242169690.5526,25264374010.2819,27547985959.3473,30160059218.309,34599933963.2794,38734957826.4148,42980353339.2284,46313815079.0122,49528989659.4085,55370715714.026,58291428763.4864,61283384999.3145,65489649940.0154,69930681817.3655,73995228170.8609,78005892174.3791
Ukraine,UKR,"Population, total",SP.POP.TOTL,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831159
Ukraine,UKR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,181358498559.317,205184981140.489,219894030534.681,246034544423.675,283181681705.539,300451674179.006,330760976142.852,366816480313.16,385052270269.634,326468959758.788,346460694538.698,369725094277.308,379899349167.88,385925704140.402,369061907704.537,336424870296.892,349342229970.383,378110570162.404
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,3154925,3326032,3507232,3741932,4087931,4579562,5242032,6044067,6894278,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612,9400145
United Arab Emirates,ARE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,279228068000.823,279164313064.7,307077343805.462,347513100269.535,380298972294.659,432810738222.205,463476299657.32,478013214643.452,455603090179.488,463767107413.715,506666150859.09,539353078158.061,577752714049.89,612107318785.99,651745477605.438,665080750359.502,699509974941.48
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66022273
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1544255329415.42,1631324821926.34,1727187600108.43,1812987568483.86,1930134259393.8,1995545625541.43,2111679481294.47,2179183913177.58,2236790838132.45,2147467449704.6,2269955744959.84,2333995229813.1,2384231664942.12,2487201689181.41,2575315988110.71,2648165539470.04,2731356237770.23,2849519904691.77
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935,325719178
United States,USA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10421259000000,10788612000000,11098891000000,11591408000000,12372645000000,13221776000000,14140770000000,14585723000000,14791194000000,14494460000000,15121133000000,15802898000000,16596084000000,17073716000000,17892074000000,18581144000000,18968714000000,19607598000000
Uruguay,URY,"Population, total",SP.POP.TOTL,3321245,3327103,3327773,3325637,3324096,3325612,3331043,3339741,3350824,3362755,3374415,3385624,3396777,3408005,3419546,3431552,3444006,3456750
Uruguay,URY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,33794665353.6768,33224194745.1187,31405591143.6264,30799235745.4602,33144909208.167,37316358564.4805,40306698709.2844,44093980313.7934,47804248112.4232,50059720219.0692,54370631867.1399,58558594372.8545,62006055895.2299,65756895854.0322,69008843856.4135,70433541533.5553,72427318237.8994,75616207117.0723
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32387200
Uzbekistan,UZB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,48139439612.7487,51196762145.3032,54227890708.0636,57837796468.9346,64481437277.2507,71385556336.922,78678148386.3608,92967783989.7681,104964004432.003,110908562689.717,122251186900.037,136295408676.256,150886306570.369,167457416596.68,182092766315.733,194128698214.98,211402269413.549,230950018368.457
Vanuatu,VUT,"Population, total",SP.POP.TOTL,185063,189290,193956,198964,204143,209370,214634,219953,225340,230785,236295,241871,247485,253142,258850,264603,270402,276244
Vanuatu,VUT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,394293335.863381,402406098.834147,376526832.19028,398692314.663613,424693295.269885,454544723.456124,518816854.237227,556361901.021641,637458700.04609,643266338.836966,658085572.643487,684302150.005901,686192424.358347,752601322.19546,788924240.027173,773293506.956459,825241621.404847,876922308.231431
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24488340,24948476,25408700,25868523,26327225,26784161,27239168,27691965,28141701,28587323,29028033,29463291,29893080,30317848,30738378,31155134,31568179,31977065
